SC001,SC002,SC003,SC004,SC005,SC006,SC007,SC008,SC009,SC010,SC011,SC012,SC013,SC014,SC015,SC016,SC017,SC018,SC019,SC020
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000114,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000124,TO_CO_TFTU000149,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000124,TO_CO_TFTU000138,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000129
TO_CO_TFTU000152,TO_CO_TFTU000120,TO_CO_TFTU000151,TO_CO_TFTU000116,TO_CO_TFTU000139,TO_CO_TFTU000130,TO_CO_TFTU000128,TO_CO_TFTU000119,TO_CO_TFTU000099,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000131,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000054,TO_CO_TFTU000131,TO_CO_TFTU000119,TO_CO_TFTU000119,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000138,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000114,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000119,TO_CO_TFTU000149,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000025,TO_CO_TFTU000137,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000129
TO_CO_TFTU000135,TO_CO_TFTU000120,TO_CO_TFTU000151,TO_CO_TFTU000116,TO_CO_TFTU000138,TO_CO_TFTU000130,TO_CO_TFTU000128,TO_CO_TFTU000133,TO_CO_TFTU000099,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000088,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000021,TO_CO_TFTU000131,TO_CO_TFTU000106,TO_CO_TFTU000131,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000133,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000114,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000117,TO_CO_TFTU000149,TO_CO_TFTU000139,TO_CO_TFTU000122,TO_CO_TFTU000117,TO_CO_TFTU000132,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000142
TO_CO_TFTU000147,TO_CO_TFTU000120,TO_CO_TFTU000151,TO_CO_TFTU000116,TO_CO_TFTU000138,TO_CO_TFTU000130,TO_CO_TFTU000128,TO_CO_TFTU000135,TO_CO_TFTU000099,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000119,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000021,TO_CO_TFTU000131,TO_CO_TFTU000106,TO_CO_TFTU000119,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000133,TO_CO_TFTU000043,TO_CO_TFTU000141,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000114,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000142,TO_CO_TFTU000149,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000124,TO_CO_TFTU000139,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000106
TO_CO_TFTU000152,TO_CO_TFTU000120,TO_CO_TFTU000143,TO_CO_TFTU000116,TO_CO_TFTU000137,TO_CO_TFTU000132,TO_CO_TFTU000128,TO_CO_TFTU000135,TO_CO_TFTU000099,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000106,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000021,TO_CO_TFTU000131,TO_CO_TFTU000025,TO_CO_TFTU000025,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000135,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000114,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000025,TO_CO_TFTU000153,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000106,TO_CO_TFTU000132,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000124
TO_CO_TFTU000149,TO_CO_TFTU000141,TO_CO_TFTU000156,TO_CO_TFTU000116,TO_CO_TFTU000140,TO_CO_TFTU000133,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000147,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000142,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000054,TO_CO_TFTU000088,TO_CO_TFTU000025,TO_CO_TFTU000131,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000133,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000138,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000119,TO_CO_TFTU000154,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000124,TO_CO_TFTU000139,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000098,TO_CO_TFTU000123,TO_CO_TFTU000132
TO_CO_TFTU000149,TO_CO_TFTU000147,TO_CO_TFTU000156,TO_CO_TFTU000116,TO_CO_TFTU000140,TO_CO_TFTU000133,TO_CO_TFTU000128,TO_CO_TFTU000142,TO_CO_TFTU000147,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000124,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000021,TO_CO_TFTU000088,TO_CO_TFTU000129,TO_CO_TFTU000119,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000106,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000139,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000088,TO_CO_TFTU000141,TO_CO_TFTU000135,TO_CO_TFTU000122,TO_CO_TFTU000124,TO_CO_TFTU000132,TO_CO_TFTU000097,TO_CO_TFTU000105,TO_CO_TFTU000131,TO_CO_TFTU000123,TO_CO_TFTU000130
TO_CO_TFTU000155,TO_CO_TFTU000147,TO_CO_TFTU000110,TO_CO_TFTU000116,TO_CO_TFTU000137,TO_CO_TFTU000142,TO_CO_TFTU000128,TO_CO_TFTU000138,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000124,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000131,TO_CO_TFTU000129,TO_CO_TFTU000131,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000139,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000135,TO_CO_TFTU000147,TO_CO_TFTU000122,TO_CO_TFTU000124,TO_CO_TFTU000132,TO_CO_TFTU000115,TO_CO_TFTU000105,TO_CO_TFTU000131,TO_CO_TFTU000123,TO_CO_TFTU000133
TO_CO_TFTU000155,TO_CO_TFTU000147,TO_CO_TFTU000110,TO_CO_TFTU000116,TO_CO_TFTU000137,TO_CO_TFTU000142,TO_CO_TFTU000128,TO_CO_TFTU000138,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000141,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000141,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000124,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000138,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000141,TO_CO_TFTU000088,TO_CO_TFTU000110,TO_CO_TFTU000122,TO_CO_TFTU000139,TO_CO_TFTU000132,TO_CO_TFTU000115,TO_CO_TFTU000105,TO_CO_TFTU000109,TO_CO_TFTU000155,TO_CO_TFTU000133
TO_CO_TFTU000156,TO_CO_TFTU000151,TO_CO_TFTU000119,TO_CO_TFTU000116,TO_CO_TFTU000132,TO_CO_TFTU000124,TO_CO_TFTU000128,TO_CO_TFTU000141,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000025,TO_CO_TFTU000121,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000025,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000138,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000141,TO_CO_TFTU000135,TO_CO_TFTU000146,TO_CO_TFTU000122,TO_CO_TFTU000133,TO_CO_TFTU000132,TO_CO_TFTU000109,TO_CO_TFTU000156,TO_CO_TFTU000115,TO_CO_TFTU000155,TO_CO_TFTU000139
TO_CO_TFTU000153,TO_CO_TFTU000149,TO_CO_TFTU000119,TO_CO_TFTU000116,TO_CO_TFTU000139,TO_CO_TFTU000106,TO_CO_TFTU000128,TO_CO_TFTU000119,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000119,TO_CO_TFTU000147,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000125
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000138,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000115,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000025,TO_CO_TFTU000151,TO_CO_TFTU000135,TO_CO_TFTU000122,TO_CO_TFTU000133,TO_CO_TFTU000139,TO_CO_TFTU000115,TO_CO_TFTU000153,TO_CO_TFTU000115,TO_CO_TFTU000153,TO_CO_TFTU000137
TO_CO_TFTU000155,TO_CO_TFTU000151,TO_CO_TFTU000119,TO_CO_TFTU000116,TO_CO_TFTU000132,TO_CO_TFTU000142,TO_CO_TFTU000128,TO_CO_TFTU000135,TO_CO_TFTU000156,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000040,TO_CO_TFTU000119,TO_CO_TFTU000135,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000142
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000140,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000139,TO_CO_TFTU000122,TO_CO_TFTU000133,TO_CO_TFTU000132,TO_CO_TFTU000115,TO_CO_TFTU000156,TO_CO_TFTU000115,TO_CO_TFTU000155,TO_CO_TFTU000137
TO_CO_TFTU000153,TO_CO_TFTU000151,TO_CO_TFTU000119,TO_CO_TFTU000116,TO_CO_TFTU000132,TO_CO_TFTU000141,TO_CO_TFTU000128,TO_CO_TFTU000088,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000139
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000140,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000088,TO_CO_TFTU000088,TO_CO_TFTU000139,TO_CO_TFTU000154,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000131,TO_CO_TFTU000156,TO_CO_TFTU000115,TO_CO_TFTU000048,TO_CO_TFTU000137
TO_CO_TFTU000110,TO_CO_TFTU000149,TO_CO_TFTU000147,TO_CO_TFTU000116,TO_CO_TFTU000132,TO_CO_TFTU000124,TO_CO_TFTU000128,TO_CO_TFTU000131,TO_CO_TFTU000149,TO_CO_TFTU000102,TO_CO_TFTU000030,TO_CO_TFTU000140,TO_CO_TFTU000025,TO_CO_TFTU000135,TO_CO_TFTU000127,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000146
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000140,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000151,TO_CO_TFTU000139,TO_CO_TFTU000157,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000155,TO_CO_TFTU000115,TO_CO_TFTU000157,TO_CO_TFTU000137
TO_CO_TFTU000110,TO_CO_TFTU000149,TO_CO_TFTU000141,TO_CO_TFTU000119,TO_CO_TFTU000132,TO_CO_TFTU000124,TO_CO_TFTU000128,TO_CO_TFTU000147,TO_CO_TFTU000141,TO_CO_TFTU000155,TO_CO_TFTU000030,TO_CO_TFTU000076,TO_CO_TFTU000025,TO_CO_TFTU000135,TO_CO_TFTU000149,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000141
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000140,TO_CO_TFTU000087,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000151,TO_CO_TFTU000139,TO_CO_TFTU000161,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000146,TO_CO_TFTU000157,TO_CO_TFTU000132,TO_CO_TFTU000156,TO_CO_TFTU000137
TO_CO_TFTU000152,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000124,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000025,TO_CO_TFTU000153,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000149,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000112
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000126,TO_CO_TFTU000081,TO_CO_TFTU000022,TO_CO_TFTU000049,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000151,TO_CO_TFTU000139,TO_CO_TFTU000160,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000088,TO_CO_TFTU000109,TO_CO_TFTU000155,TO_CO_TFTU000137
TO_CO_TFTU000156,TO_CO_TFTU000141,TO_CO_TFTU000151,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000124,TO_CO_TFTU000155,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000151,TO_CO_TFTU000152,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000146
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000153,TO_CO_TFTU000154,TO_CO_TFTU000132,TO_CO_TFTU000160,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000152,TO_CO_TFTU000139,TO_CO_TFTU000042,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000161,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000137
TO_CO_TFTU000156,TO_CO_TFTU000147,TO_CO_TFTU000151,TO_CO_TFTU000151,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000124,TO_CO_TFTU000153,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000088,TO_CO_TFTU000156,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000112
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000149,TO_CO_TFTU000153,TO_CO_TFTU000132,TO_CO_TFTU000161,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000141,TO_CO_TFTU000139,TO_CO_TFTU000165,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000115,TO_CO_TFTU000143,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000137
TO_CO_TFTU000149,TO_CO_TFTU000147,TO_CO_TFTU000141,TO_CO_TFTU000151,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000124,TO_CO_TFTU000156,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000149,TO_CO_TFTU000152,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000141
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000155,TO_CO_TFTU000154,TO_CO_TFTU000076,TO_CO_TFTU000161,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000152,TO_CO_TFTU000139,TO_CO_TFTU000157,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000115,TO_CO_TFTU000112,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000137
TO_CO_TFTU000088,TO_CO_TFTU000119,TO_CO_TFTU000119,TO_CO_TFTU000151,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000124,TO_CO_TFTU000156,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000124,TO_CO_TFTU000143,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000112
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000154,TO_CO_TFTU000154,TO_CO_TFTU000132,TO_CO_TFTU000048,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000149,TO_CO_TFTU000139,TO_CO_TFTU000165,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000115,TO_CO_TFTU000083,TO_CO_TFTU000115,TO_CO_TFTU000124,TO_CO_TFTU000137
TO_CO_TFTU000088,TO_CO_TFTU000141,TO_CO_TFTU000088,TO_CO_TFTU000152,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000128,TO_CO_TFTU000110,TO_CO_TFTU000147,TO_CO_TFTU000153,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000124,TO_CO_TFTU000149,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000153
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000155,TO_CO_TFTU000154,TO_CO_TFTU000132,TO_CO_TFTU000048,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000088,TO_CO_TFTU000139,TO_CO_TFTU000166,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000115,TO_CO_TFTU000054,TO_CO_TFTU000115,TO_CO_TFTU000156,TO_CO_TFTU000137
TO_CO_TFTU000152,TO_CO_TFTU000124,TO_CO_TFTU000149,TO_CO_TFTU000151,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000112,TO_CO_TFTU000110,TO_CO_TFTU000147,TO_CO_TFTU000158,TO_CO_TFTU000030,TO_CO_TFTU000160,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000088,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000141
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000154,TO_CO_TFTU000154,TO_CO_TFTU000132,TO_CO_TFTU000049,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000156,TO_CO_TFTU000139,TO_CO_TFTU000165,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000115,TO_CO_TFTU000143,TO_CO_TFTU000115,TO_CO_TFTU000156,TO_CO_TFTU000137
TO_CO_TFTU000152,TO_CO_TFTU000151,TO_CO_TFTU000088,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000160,TO_CO_TFTU000110,TO_CO_TFTU000119,TO_CO_TFTU000152,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000147,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000141
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000043,TO_CO_TFTU000142,TO_CO_TFTU000158,TO_CO_TFTU000164,TO_CO_TFTU000132,TO_CO_TFTU000166,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000157,TO_CO_TFTU000139,TO_CO_TFTU000159,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000161,TO_CO_TFTU000115,TO_CO_TFTU000149,TO_CO_TFTU000137
TO_CO_TFTU000153,TO_CO_TFTU000149,TO_CO_TFTU000088,TO_CO_TFTU000156,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000112,TO_CO_TFTU000110,TO_CO_TFTU000119,TO_CO_TFTU000158,TO_CO_TFTU000030,TO_CO_TFTU000146,TO_CO_TFTU000025,TO_CO_TFTU000124,TO_CO_TFTU000147,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000146
TO_CO_TFTU000057,TO_CO_TFTU000117,TO_CO_TFTU000165,TO_CO_TFTU000142,TO_CO_TFTU000154,TO_CO_TFTU000158,TO_CO_TFTU000132,TO_CO_TFTU000165,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000153,TO_CO_TFTU000139,TO_CO_TFTU000112,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000161,TO_CO_TFTU000115,TO_CO_TFTU000156,TO_CO_TFTU000137
TO_CO_TFTU000154,TO_CO_TFTU000124,TO_CO_TFTU000088,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000166,TO_CO_TFTU000110,TO_CO_TFTU000141,TO_CO_TFTU000159,TO_CO_TFTU000152,TO_CO_TFTU000166,TO_CO_TFTU000025,TO_CO_TFTU000151,TO_CO_TFTU000151,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000141
TO_CO_TFTU000057,TO_CO_TFTU000152,TO_CO_TFTU000091,TO_CO_TFTU000142,TO_CO_TFTU000156,TO_CO_TFTU000161,TO_CO_TFTU000132,TO_CO_TFTU000164,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000153,TO_CO_TFTU000139,TO_CO_TFTU000092,TO_CO_TFTU000133,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000115,TO_CO_TFTU000155,TO_CO_TFTU000137
TO_CO_TFTU000155,TO_CO_TFTU000124,TO_CO_TFTU000088,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000141,TO_CO_TFTU000110,TO_CO_TFTU000149,TO_CO_TFTU000158,TO_CO_TFTU000154,TO_CO_TFTU000160,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000149,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000112
TO_CO_TFTU000057,TO_CO_TFTU000161,TO_CO_TFTU000054,TO_CO_TFTU000142,TO_CO_TFTU000156,TO_CO_TFTU000161,TO_CO_TFTU000132,TO_CO_TFTU000091,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000153,TO_CO_TFTU000139,TO_CO_TFTU000091,TO_CO_TFTU000149,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000115,TO_CO_TFTU000155,TO_CO_TFTU000137
TO_CO_TFTU000119,TO_CO_TFTU000124,TO_CO_TFTU000088,TO_CO_TFTU000119,TO_CO_TFTU000140,TO_CO_TFTU000135,TO_CO_TFTU000141,TO_CO_TFTU000110,TO_CO_TFTU000151,TO_CO_TFTU000158,TO_CO_TFTU000152,TO_CO_TFTU000160,TO_CO_TFTU000025,TO_CO_TFTU000147,TO_CO_TFTU000149,TO_CO_TFTU000130,TO_CO_TFTU000015,TO_CO_TFTU000129,TO_CO_TFTU000106,TO_CO_TFTU000146
TO_CO_TFTU000057,TO_CO_TFTU000161,TO_CO_TFTU000078,TO_CO_TFTU000142,TO_CO_TFTU000156,TO_CO_TFTU000159,TO_CO_TFTU000132,TO_CO_TFTU000112,TO_CO_TFTU000094,TO_CO_TFTU000131,TO_CO_TFTU000153,TO_CO_TFTU000139,TO_CO_TFTU000049,TO_CO_TFTU000152,TO_CO_TFTU000138,TO_CO_TFTU000109,TO_CO_TFTU000157,TO_CO_TFTU000115,TO_CO_TFTU000149,TO_CO_TFTU000137
