Timestamp,SC,TO,Action,Activity,Location,Duration
2024-11-14 10:42:41,SC014,TO_CO_TFTU000121,PICK,arriving,at QC003,17
2024-11-14 10:42:42,SC006,TO_CO_TFTU000095,DROP,finished,at YARD001.14,0
2024-11-14 10:42:42,SC010,TO_CO_TFTU000100,DROP,finished,at YARD001.50,0
2024-11-14 10:42:42,SC006,TO_CO_TFTU000081,PICK,driving,to QC001,11
2024-11-14 10:42:42,SC010,TO_CO_TFTU000102,PICK,driving,to QC006,11
2024-11-14 10:42:46,SC002,TO_CO_TFTU000120,PICK,finished,at QC007,0
2024-11-14 10:42:46,SC002,TO_CO_TFTU000120,DROP,driving,to YARD001.36,54
2024-11-14 10:42:51,SC017,TO_CO_TFTU000105,PICK,finished,at QC005,0
2024-11-14 10:42:51,SC017,TO_CO_TFTU000105,DROP,driving,to WS010.01,88
2024-11-14 10:42:51,SC008,TO_CO_TFTU000087,PICK,waited,at QC005,56
2024-11-14 10:42:51,SC008,TO_CO_TFTU000087,PICK,working,at QC005,60
2024-11-14 10:42:53,SC016,TO_CO_TFTU000097,PICK,finished,at QC003,0
2024-11-14 10:42:53,SC016,TO_CO_TFTU000097,DROP,driving,to YARD001.62,80
2024-11-14 10:42:53,SC019,TO_CO_TFTU000123,PICK,arriving,at QC004,83
2024-11-14 10:42:53,SC006,TO_CO_TFTU000081,PICK,arriving,at QC001,11
2024-11-14 10:42:53,SC010,TO_CO_TFTU000102,PICK,arriving,at QC006,11
2024-11-14 10:42:53,SC014,TO_CO_TFTU000121,PICK,waited,at QC003,12
2024-11-14 10:42:53,SC006,TO_CO_TFTU000081,PICK,working,at QC001,60
2024-11-14 10:42:53,SC019,TO_CO_TFTU000123,PICK,working,at QC004,60
2024-11-14 10:42:53,SC014,TO_CO_TFTU000121,PICK,working,at QC003,60
2024-11-14 10:42:54,SC010,TO_CO_TFTU000102,PICK,working,at QC006,61
2024-11-14 10:43:01,SC015,TO_CO_TFTU000113,DROP,finished,at YARD001.44,0
2024-11-14 10:43:01,SC015,TO_CO_TFTU000127,PICK,driving,to QC006,22
2024-11-14 10:43:05,SC013,TO_CO_TFTU000122,PICK,arriving,at QC003,24
2024-11-14 10:43:19,SC003,TO_CO_TFTU000107,DROP,finished,at WS002.01,0
2024-11-14 10:43:19,SC003,TO_CO_TFTU000043,PICK,driving,to QC006,52
2024-11-14 10:43:21,SC012,TO_CO_TFTU000040,PICK,finished,at QC005,0
2024-11-14 10:43:21,SC001,TO_CO_TFTU000080,DROP,finished,at WS002.01,0
2024-11-14 10:43:21,SC012,TO_CO_TFTU000040,DROP,driving,to WS012.01,106
2024-11-14 10:43:21,SC001,TO_CO_TFTU000057,PICK,driving,to QC005,34
2024-11-14 10:43:21,SC020,TO_CO_TFTU000125,PICK,waited,at QC005,68
2024-11-14 10:43:21,SC020,TO_CO_TFTU000125,PICK,working,at QC005,60
2024-11-14 10:43:23,SC015,TO_CO_TFTU000127,PICK,arriving,at QC006,22
2024-11-14 10:43:24,SC018,TO_CO_TFTU000098,PICK,finished,at QC003,0
2024-11-14 10:43:24,SC018,TO_CO_TFTU000098,DROP,driving,to WS004.01,65
2024-11-14 10:43:24,SC013,TO_CO_TFTU000122,PICK,waited,at QC003,19
2024-11-14 10:43:24,SC015,TO_CO_TFTU000127,PICK,working,at QC006,61
2024-11-14 10:43:24,SC013,TO_CO_TFTU000122,PICK,working,at QC003,60
2024-11-14 10:43:31,SC009,TO_CO_TFTU000099,DROP,working,at YARD001.05,60
2024-11-14 10:43:32,SC009,TO_CO_TFTU000099,DROP,arriving,at YARD001.05,71
2024-11-14 10:43:37,SC011,TO_CO_TFTU000030,PICK,arriving,at QC003,56
2024-11-14 10:43:40,SC002,TO_CO_TFTU000120,DROP,arriving,at YARD001.36,54
2024-11-14 10:43:41,SC002,TO_CO_TFTU000120,DROP,working,at YARD001.36,61
2024-11-14 10:43:42,SC007,TO_CO_TFTU000114,DROP,arriving,at YARD001.20,65
2024-11-14 10:43:43,SC007,TO_CO_TFTU000114,DROP,working,at YARD001.20,61
2024-11-14 10:43:45,SC005,TO_CO_TFTU000126,PICK,arriving,at QC005,88
2024-11-14 10:43:51,SC008,TO_CO_TFTU000087,PICK,finished,at QC005,0
2024-11-14 10:43:51,SC008,TO_CO_TFTU000087,DROP,driving,to WS010.01,88
2024-11-14 10:43:51,SC004,TO_CO_TFTU000116,PICK,waited,at QC005,75
2024-11-14 10:43:51,SC004,TO_CO_TFTU000116,PICK,working,at QC005,60
2024-11-14 10:43:53,SC006,TO_CO_TFTU000081,PICK,finished,at QC001,0
2024-11-14 10:43:53,SC019,TO_CO_TFTU000123,PICK,finished,at QC004,0
2024-11-14 10:43:53,SC006,TO_CO_TFTU000081,DROP,driving,to WS004.01,83
2024-11-14 10:43:53,SC019,TO_CO_TFTU000123,DROP,driving,to WS004.01,47
2024-11-14 10:43:54,SC014,TO_CO_TFTU000121,PICK,finished,at QC003,0
2024-11-14 10:43:54,SC010,TO_CO_TFTU000102,PICK,finished,at QC006,0
2024-11-14 10:43:54,SC014,TO_CO_TFTU000121,DROP,driving,to WS001.01,38
2024-11-14 10:43:54,SC010,TO_CO_TFTU000102,DROP,driving,to WS008.01,88
2024-11-14 10:43:54,SC011,TO_CO_TFTU000030,PICK,waited,at QC003,17
2024-11-14 10:43:54,SC011,TO_CO_TFTU000030,PICK,working,at QC003,60
2024-11-14 10:43:55,SC001,TO_CO_TFTU000057,PICK,arriving,at QC005,34
2024-11-14 10:44:11,SC003,TO_CO_TFTU000043,PICK,arriving,at QC006,52
2024-11-14 10:44:11,SC003,TO_CO_TFTU000043,PICK,working,at QC006,60
2024-11-14 10:44:13,SC016,TO_CO_TFTU000097,DROP,arriving,at YARD001.62,80
2024-11-14 10:44:13,SC016,TO_CO_TFTU000097,DROP,working,at YARD001.62,60
2024-11-14 10:44:18,SC017,TO_CO_TFTU000105,DROP,working,at WS010.01,60
2024-11-14 10:44:19,SC017,TO_CO_TFTU000105,DROP,arriving,at WS010.01,88
2024-11-14 10:44:22,SC020,TO_CO_TFTU000125,PICK,finished,at QC005,0
2024-11-14 10:44:22,SC020,TO_CO_TFTU000125,DROP,driving,to WS001.01,25
2024-11-14 10:44:22,SC005,TO_CO_TFTU000126,PICK,waited,at QC005,37
2024-11-14 10:44:22,SC005,TO_CO_TFTU000126,PICK,working,at QC005,60
2024-11-14 10:44:24,SC013,TO_CO_TFTU000122,PICK,finished,at QC003,0
2024-11-14 10:44:24,SC015,TO_CO_TFTU000127,PICK,finished,at QC006,0
2024-11-14 10:44:24,SC013,TO_CO_TFTU000122,DROP,driving,to WS004.01,65
2024-11-14 10:44:24,SC015,TO_CO_TFTU000127,DROP,driving,to YARD001.29,49
2024-11-14 10:44:29,SC018,TO_CO_TFTU000098,DROP,arriving,at WS004.01,65
2024-11-14 10:44:29,SC018,TO_CO_TFTU000098,DROP,working,at WS004.01,60
2024-11-14 10:44:31,SC009,TO_CO_TFTU000099,DROP,finished,at YARD001.05,0
2024-11-14 10:44:31,SC009,TO_CO_TFTU000094,PICK,driving,to RAIL001.01,28
2024-11-14 10:44:32,SC014,TO_CO_TFTU000121,DROP,arriving,at WS001.01,38
2024-11-14 10:44:32,SC014,TO_CO_TFTU000121,DROP,working,at WS001.01,60
2024-11-14 10:44:40,SC019,TO_CO_TFTU000123,DROP,arriving,at WS004.01,47
2024-11-14 10:44:40,SC019,TO_CO_TFTU000123,DROP,working,at WS004.01,60
2024-11-14 10:44:41,SC002,TO_CO_TFTU000120,DROP,finished,at YARD001.36,0
2024-11-14 10:44:41,SC002,TO_CO_TFTU000117,PICK,driving,to QC005,18
2024-11-14 10:44:43,SC007,TO_CO_TFTU000114,DROP,finished,at YARD001.20,0
2024-11-14 10:44:43,SC007,TO_CO_TFTU000128,PICK,driving,to QC003,11
2024-11-14 10:44:46,SC020,TO_CO_TFTU000125,DROP,working,at WS001.01,60
2024-11-14 10:44:47,SC020,TO_CO_TFTU000125,DROP,arriving,at WS001.01,25
2024-11-14 10:44:51,SC004,TO_CO_TFTU000116,PICK,finished,at QC005,0
2024-11-14 10:44:51,SC004,TO_CO_TFTU000116,DROP,driving,to WS002.01,34
2024-11-14 10:44:51,SC001,TO_CO_TFTU000057,PICK,waited,at QC005,56
2024-11-14 10:44:51,SC001,TO_CO_TFTU000057,PICK,working,at QC005,60
2024-11-14 10:44:54,SC011,TO_CO_TFTU000030,PICK,finished,at QC003,0
2024-11-14 10:44:54,SC011,TO_CO_TFTU000030,DROP,driving,to WS012.01,119
2024-11-14 10:44:54,SC007,TO_CO_TFTU000128,PICK,arriving,at QC003,11
2024-11-14 10:44:55,SC007,TO_CO_TFTU000128,PICK,working,at QC003,61
2024-11-14 10:44:59,SC009,TO_CO_TFTU000094,PICK,arriving,at RAIL001.01,28
2024-11-14 10:44:59,SC002,TO_CO_TFTU000117,PICK,arriving,at QC005,18
2024-11-14 10:45:00,SC009,TO_CO_TFTU000094,PICK,working,at RAIL001.01,61
2024-11-14 10:45:07,SC012,TO_CO_TFTU000040,DROP,arriving,at WS012.01,106
2024-11-14 10:45:07,SC012,TO_CO_TFTU000040,DROP,working,at WS012.01,60
2024-11-14 10:45:11,SC003,TO_CO_TFTU000043,PICK,finished,at QC006,0
2024-11-14 10:45:11,SC003,TO_CO_TFTU000043,DROP,driving,to WS010.01,106
2024-11-14 10:45:13,SC016,TO_CO_TFTU000097,DROP,finished,at YARD001.62,0
2024-11-14 10:45:13,SC016,TO_CO_TFTU000130,PICK,driving,to QC006,26
2024-11-14 10:45:13,SC015,TO_CO_TFTU000127,DROP,arriving,at YARD001.29,49
2024-11-14 10:45:14,SC015,TO_CO_TFTU000127,DROP,working,at YARD001.29,61
2024-11-14 10:45:16,SC006,TO_CO_TFTU000081,DROP,arriving,at WS004.01,83
2024-11-14 10:45:18,SC017,TO_CO_TFTU000105,DROP,finished,at WS010.01,0
2024-11-14 10:45:18,SC017,TO_CO_TFTU000015,PICK,driving,to QC005,88
2024-11-14 10:45:19,SC008,TO_CO_TFTU000087,DROP,arriving,at WS010.01,88
2024-11-14 10:45:19,SC008,TO_CO_TFTU000087,DROP,working,at WS010.01,60
2024-11-14 10:45:22,SC005,TO_CO_TFTU000126,PICK,finished,at QC005,0
2024-11-14 10:45:22,SC005,TO_CO_TFTU000126,DROP,driving,to YARD001.27,35
2024-11-14 10:45:22,SC010,TO_CO_TFTU000102,DROP,arriving,at WS008.01,88
2024-11-14 10:45:22,SC002,TO_CO_TFTU000117,PICK,waited,at QC005,22
2024-11-14 10:45:22,SC010,TO_CO_TFTU000102,DROP,working,at WS008.01,60
2024-11-14 10:45:22,SC002,TO_CO_TFTU000117,PICK,working,at QC005,61
2024-11-14 10:45:25,SC004,TO_CO_TFTU000116,DROP,arriving,at WS002.01,34
2024-11-14 10:45:25,SC004,TO_CO_TFTU000116,DROP,working,at WS002.01,60
2024-11-14 10:45:29,SC018,TO_CO_TFTU000098,DROP,finished,at WS004.01,0
2024-11-14 10:45:29,SC018,TO_CO_TFTU000129,PICK,driving,to QC006,70
2024-11-14 10:45:29,SC013,TO_CO_TFTU000122,DROP,arriving,at WS004.01,65
2024-11-14 10:45:29,SC006,TO_CO_TFTU000081,DROP,waited,at WS004.01,13
2024-11-14 10:45:29,SC006,TO_CO_TFTU000081,DROP,working,at WS004.01,60
2024-11-14 10:45:32,SC014,TO_CO_TFTU000121,DROP,finished,at WS001.01,0
2024-11-14 10:45:32,SC014,TO_CO_TFTU000133,PICK,driving,to QC005,25
2024-11-14 10:45:39,SC016,TO_CO_TFTU000130,PICK,arriving,at QC006,26
2024-11-14 10:45:39,SC016,TO_CO_TFTU000130,PICK,working,at QC006,60
2024-11-14 10:45:40,SC019,TO_CO_TFTU000123,DROP,finished,at WS004.01,0
2024-11-14 10:45:40,SC019,TO_CO_TFTU000106,PICK,driving,to QC005,52
2024-11-14 10:45:40,SC013,TO_CO_TFTU000122,DROP,waited,at WS004.01,11
2024-11-14 10:45:40,SC013,TO_CO_TFTU000122,DROP,working,at WS004.01,60
2024-11-14 10:45:46,SC020,TO_CO_TFTU000125,DROP,finished,at WS001.01,0
2024-11-14 10:45:46,SC020,TO_CO_TFTU000137,PICK,driving,to QC003,38
2024-11-14 10:45:52,SC001,TO_CO_TFTU000057,PICK,finished,at QC005,0
2024-11-14 10:45:52,SC001,TO_CO_TFTU000057,DROP,driving,to WS012.01,106
2024-11-14 10:45:55,SC007,TO_CO_TFTU000128,PICK,finished,at QC003,0
2024-11-14 10:45:55,SC007,TO_CO_TFTU000128,DROP,driving,to YARD001.14,22
2024-11-14 10:45:56,SC014,TO_CO_TFTU000133,PICK,working,at QC005,60
2024-11-14 10:45:57,SC005,TO_CO_TFTU000126,DROP,arriving,at YARD001.27,35
2024-11-14 10:45:57,SC014,TO_CO_TFTU000133,PICK,arriving,at QC005,25
2024-11-14 10:45:57,SC005,TO_CO_TFTU000126,DROP,working,at YARD001.27,60
2024-11-14 10:46:00,SC009,TO_CO_TFTU000094,PICK,finished,at RAIL001.01,0
2024-11-14 10:46:00,SC009,TO_CO_TFTU000094,DROP,driving,to WS003.01,88
2024-11-14 10:46:07,SC012,TO_CO_TFTU000040,DROP,finished,at WS012.01,0
2024-11-14 10:46:07,SC012,TO_CO_TFTU000139,PICK,driving,to QC003,119
2024-11-14 10:46:14,SC015,TO_CO_TFTU000127,DROP,finished,at YARD001.29,0
2024-11-14 10:46:14,SC015,TO_CO_TFTU000138,PICK,driving,to QC003,20
2024-11-14 10:46:17,SC007,TO_CO_TFTU000128,DROP,arriving,at YARD001.14,22
2024-11-14 10:46:17,SC007,TO_CO_TFTU000128,DROP,working,at YARD001.14,60
2024-11-14 10:46:19,SC008,TO_CO_TFTU000087,DROP,finished,at WS010.01,0
2024-11-14 10:46:19,SC008,TO_CO_TFTU000110,PICK,driving,to RAIL001.109,76
2024-11-14 10:46:22,SC010,TO_CO_TFTU000102,DROP,finished,at WS008.01,0
2024-11-14 10:46:22,SC010,TO_CO_TFTU000131,PICK,driving,to RAIL001.20,104
2024-11-14 10:46:23,SC002,TO_CO_TFTU000117,PICK,finished,at QC005,0
2024-11-14 10:46:23,SC002,TO_CO_TFTU000117,DROP,driving,to WS003.01,43
2024-11-14 10:46:24,SC020,TO_CO_TFTU000137,PICK,arriving,at QC003,38
2024-11-14 10:46:24,SC020,TO_CO_TFTU000137,PICK,working,at QC003,60
2024-11-14 10:46:25,SC004,TO_CO_TFTU000116,DROP,finished,at WS002.01,0
2024-11-14 10:46:25,SC004,TO_CO_TFTU000142,PICK,driving,to QC006,52
2024-11-14 10:46:29,SC006,TO_CO_TFTU000081,DROP,finished,at WS004.01,0
2024-11-14 10:46:29,SC006,TO_CO_TFTU000135,PICK,driving,to QC006,70
2024-11-14 10:46:32,SC019,TO_CO_TFTU000106,PICK,arriving,at QC005,52
2024-11-14 10:46:32,SC019,TO_CO_TFTU000106,PICK,working,at QC005,60
2024-11-14 10:46:34,SC015,TO_CO_TFTU000138,PICK,arriving,at QC003,20
2024-11-14 10:46:35,SC015,TO_CO_TFTU000138,PICK,working,at QC003,61
2024-11-14 10:46:39,SC016,TO_CO_TFTU000130,PICK,finished,at QC006,0
2024-11-14 10:46:39,SC016,TO_CO_TFTU000130,DROP,driving,to YARD001.04,90
2024-11-14 10:46:39,SC018,TO_CO_TFTU000129,PICK,arriving,at QC006,70
2024-11-14 10:46:39,SC018,TO_CO_TFTU000129,PICK,working,at QC006,60
2024-11-14 10:46:40,SC013,TO_CO_TFTU000122,DROP,finished,at WS004.01,0
2024-11-14 10:46:40,SC013,TO_CO_TFTU000025,PICK,driving,to QC006,70
2024-11-14 10:46:46,SC017,TO_CO_TFTU000015,PICK,arriving,at QC005,88
2024-11-14 10:46:53,SC011,TO_CO_TFTU000030,DROP,arriving,at WS012.01,119
2024-11-14 10:46:53,SC011,TO_CO_TFTU000030,DROP,working,at WS012.01,60
2024-11-14 10:46:56,SC014,TO_CO_TFTU000133,PICK,finished,at QC005,0
2024-11-14 10:46:56,SC014,TO_CO_TFTU000133,DROP,driving,to YARD001.36,18
2024-11-14 10:46:56,SC017,TO_CO_TFTU000015,PICK,waited,at QC005,10
2024-11-14 10:46:56,SC017,TO_CO_TFTU000015,PICK,working,at QC005,60
2024-11-14 10:46:57,SC005,TO_CO_TFTU000126,DROP,finished,at YARD001.27,0
2024-11-14 10:46:57,SC005,TO_CO_TFTU000140,PICK,driving,to QC003,17
2024-11-14 10:46:57,SC003,TO_CO_TFTU000043,DROP,arriving,at WS010.01,106
2024-11-14 10:46:57,SC003,TO_CO_TFTU000043,DROP,working,at WS010.01,60
2024-11-14 10:47:05,SC002,TO_CO_TFTU000117,DROP,working,at WS003.01,60
2024-11-14 10:47:06,SC002,TO_CO_TFTU000117,DROP,arriving,at WS003.01,43
2024-11-14 10:47:14,SC014,TO_CO_TFTU000133,DROP,arriving,at YARD001.36,18
2024-11-14 10:47:14,SC005,TO_CO_TFTU000140,PICK,arriving,at QC003,17
2024-11-14 10:47:15,SC014,TO_CO_TFTU000133,DROP,working,at YARD001.36,61
2024-11-14 10:47:17,SC007,TO_CO_TFTU000128,DROP,finished,at YARD001.14,0
2024-11-14 10:47:17,SC007,TO_CO_TFTU000132,PICK,driving,to QC003,22
2024-11-14 10:47:17,SC004,TO_CO_TFTU000142,PICK,arriving,at QC006,52
2024-11-14 10:47:17,SC004,TO_CO_TFTU000142,PICK,working,at QC006,60
2024-11-14 10:47:24,SC020,TO_CO_TFTU000137,PICK,finished,at QC003,0
2024-11-14 10:47:24,SC020,TO_CO_TFTU000137,DROP,driving,to YARD001.29,20
2024-11-14 10:47:24,SC005,TO_CO_TFTU000140,PICK,waited,at QC003,10
2024-11-14 10:47:24,SC005,TO_CO_TFTU000140,PICK,working,at QC003,60
2024-11-14 10:47:28,SC009,TO_CO_TFTU000094,DROP,arriving,at WS003.01,88
2024-11-14 10:47:28,SC009,TO_CO_TFTU000094,DROP,working,at WS003.01,60
2024-11-14 10:47:32,SC019,TO_CO_TFTU000106,PICK,finished,at QC005,0
2024-11-14 10:47:32,SC019,TO_CO_TFTU000106,DROP,driving,to WS010.01,88
2024-11-14 10:47:35,SC015,TO_CO_TFTU000138,PICK,finished,at QC003,0
2024-11-14 10:47:35,SC015,TO_CO_TFTU000138,DROP,driving,to YARD001.38,36
2024-11-14 10:47:35,SC008,TO_CO_TFTU000110,PICK,arriving,at RAIL001.109,76
2024-11-14 10:47:35,SC008,TO_CO_TFTU000110,PICK,working,at RAIL001.109,60
2024-11-14 10:47:37,SC001,TO_CO_TFTU000057,DROP,working,at WS012.01,60
2024-11-14 10:47:38,SC001,TO_CO_TFTU000057,DROP,arriving,at WS012.01,106
2024-11-14 10:47:39,SC018,TO_CO_TFTU000129,PICK,finished,at QC006,0
2024-11-14 10:47:39,SC018,TO_CO_TFTU000129,DROP,driving,to YARD001.03,92
2024-11-14 10:47:39,SC006,TO_CO_TFTU000135,PICK,arriving,at QC006,70
2024-11-14 10:47:39,SC007,TO_CO_TFTU000132,PICK,arriving,at QC003,22
2024-11-14 10:47:39,SC006,TO_CO_TFTU000135,PICK,working,at QC006,60
2024-11-14 10:47:39,SC007,TO_CO_TFTU000132,PICK,working,at QC003,60
2024-11-14 10:47:44,SC020,TO_CO_TFTU000137,DROP,arriving,at YARD001.29,20
2024-11-14 10:47:44,SC020,TO_CO_TFTU000137,DROP,working,at YARD001.29,60
2024-11-14 10:47:50,SC013,TO_CO_TFTU000025,PICK,arriving,at QC006,70
2024-11-14 10:47:53,SC011,TO_CO_TFTU000030,DROP,finished,at WS012.01,0
2024-11-14 10:47:53,SC011,TO_CO_TFTU000153,PICK,driving,to QC004,101
2024-11-14 10:47:57,SC017,TO_CO_TFTU000015,PICK,finished,at QC005,0
2024-11-14 10:47:57,SC003,TO_CO_TFTU000043,DROP,finished,at WS010.01,0
2024-11-14 10:47:57,SC017,TO_CO_TFTU000015,DROP,driving,to WS016.01,142
2024-11-14 10:47:57,SC003,TO_CO_TFTU000088,PICK,driving,to QC005,88
2024-11-14 10:48:05,SC002,TO_CO_TFTU000117,DROP,finished,at WS003.01,0
2024-11-14 10:48:05,SC002,TO_CO_TFTU000124,PICK,driving,to QC005,43
2024-11-14 10:48:06,SC012,TO_CO_TFTU000139,PICK,arriving,at QC003,119
2024-11-14 10:48:06,SC010,TO_CO_TFTU000131,PICK,arriving,at RAIL001.20,104
2024-11-14 10:48:07,SC010,TO_CO_TFTU000131,PICK,working,at RAIL001.20,61
2024-11-14 10:48:09,SC016,TO_CO_TFTU000130,DROP,arriving,at YARD001.04,90
2024-11-14 10:48:10,SC016,TO_CO_TFTU000130,DROP,working,at YARD001.04,61
2024-11-14 10:48:11,SC015,TO_CO_TFTU000138,DROP,arriving,at YARD001.38,36
2024-11-14 10:48:12,SC015,TO_CO_TFTU000138,DROP,working,at YARD001.38,61
2024-11-14 10:48:15,SC014,TO_CO_TFTU000133,DROP,finished,at YARD001.36,0
2024-11-14 10:48:15,SC014,TO_CO_TFTU000147,PICK,driving,to QC005,18
2024-11-14 10:48:17,SC004,TO_CO_TFTU000142,PICK,finished,at QC006,0
2024-11-14 10:48:17,SC004,TO_CO_TFTU000142,DROP,driving,to YARD001.50,11
2024-11-14 10:48:17,SC013,TO_CO_TFTU000025,PICK,waited,at QC006,27
2024-11-14 10:48:17,SC013,TO_CO_TFTU000025,PICK,working,at QC006,60
2024-11-14 10:48:24,SC005,TO_CO_TFTU000140,PICK,finished,at QC003,0
2024-11-14 10:48:24,SC005,TO_CO_TFTU000140,DROP,driving,to WS004.01,65
2024-11-14 10:48:24,SC012,TO_CO_TFTU000139,PICK,waited,at QC003,18
2024-11-14 10:48:24,SC012,TO_CO_TFTU000139,PICK,working,at QC003,60
2024-11-14 10:48:28,SC009,TO_CO_TFTU000094,DROP,finished,at WS003.01,0
2024-11-14 10:48:28,SC009,TO_CO_TFTU000151,PICK,driving,to QC006,61
2024-11-14 10:48:28,SC004,TO_CO_TFTU000142,DROP,arriving,at YARD001.50,11
2024-11-14 10:48:29,SC004,TO_CO_TFTU000142,DROP,working,at YARD001.50,61
2024-11-14 10:48:33,SC014,TO_CO_TFTU000147,PICK,arriving,at QC005,18
2024-11-14 10:48:34,SC014,TO_CO_TFTU000147,PICK,working,at QC005,61
2024-11-14 10:48:35,SC008,TO_CO_TFTU000110,PICK,finished,at RAIL001.109,0
2024-11-14 10:48:35,SC008,TO_CO_TFTU000110,DROP,driving,to WS014.01,112
2024-11-14 10:48:37,SC001,TO_CO_TFTU000057,DROP,finished,at WS012.01,0
2024-11-14 10:48:37,SC001,TO_CO_TFTU000152,PICK,driving,to QC006,124
2024-11-14 10:48:39,SC007,TO_CO_TFTU000132,PICK,finished,at QC003,0
2024-11-14 10:48:39,SC006,TO_CO_TFTU000135,PICK,finished,at QC006,0
2024-11-14 10:48:39,SC007,TO_CO_TFTU000132,DROP,driving,to YARD001.31,24
2024-11-14 10:48:39,SC006,TO_CO_TFTU000135,DROP,driving,to WS008.01,88
2024-11-14 10:48:44,SC020,TO_CO_TFTU000137,DROP,finished,at YARD001.29,0
2024-11-14 10:48:44,SC020,TO_CO_TFTU000146,PICK,driving,to QC003,20
2024-11-14 10:48:48,SC002,TO_CO_TFTU000124,PICK,arriving,at QC005,43
2024-11-14 10:48:48,SC002,TO_CO_TFTU000124,PICK,working,at QC005,60
2024-11-14 10:49:00,SC019,TO_CO_TFTU000106,DROP,arriving,at WS010.01,88
2024-11-14 10:49:00,SC019,TO_CO_TFTU000106,DROP,working,at WS010.01,60
2024-11-14 10:49:03,SC007,TO_CO_TFTU000132,DROP,arriving,at YARD001.31,24
2024-11-14 10:49:03,SC007,TO_CO_TFTU000132,DROP,working,at YARD001.31,60
2024-11-14 10:49:04,SC020,TO_CO_TFTU000146,PICK,arriving,at QC003,20
2024-11-14 10:49:05,SC020,TO_CO_TFTU000146,PICK,working,at QC003,61
2024-11-14 10:49:07,SC010,TO_CO_TFTU000131,PICK,finished,at RAIL001.20,0
2024-11-14 10:49:07,SC010,TO_CO_TFTU000131,DROP,driving,to WS003.01,77
2024-11-14 10:49:10,SC016,TO_CO_TFTU000130,DROP,finished,at YARD001.04,0
2024-11-14 10:49:10,SC016,TO_CO_TFTU000109,PICK,driving,to RAIL001.02,27
2024-11-14 10:49:11,SC018,TO_CO_TFTU000129,DROP,arriving,at YARD001.03,92
2024-11-14 10:49:11,SC018,TO_CO_TFTU000129,DROP,working,at YARD001.03,60
2024-11-14 10:49:12,SC015,TO_CO_TFTU000138,DROP,finished,at YARD001.38,0
2024-11-14 10:49:12,SC015,TO_CO_TFTU000156,PICK,driving,to QC006,33
2024-11-14 10:49:18,SC013,TO_CO_TFTU000025,PICK,finished,at QC006,0
2024-11-14 10:49:18,SC013,TO_CO_TFTU000025,DROP,driving,to WS012.01,124
2024-11-14 10:49:24,SC012,TO_CO_TFTU000139,PICK,finished,at QC003,0
2024-11-14 10:49:25,SC012,TO_CO_TFTU000139,DROP,driving,to YARD001.27,17
2024-11-14 10:49:25,SC003,TO_CO_TFTU000088,PICK,arriving,at QC005,88
2024-11-14 10:49:29,SC004,TO_CO_TFTU000142,DROP,finished,at YARD001.50,0
2024-11-14 10:49:29,SC004,TO_CO_TFTU000119,PICK,driving,to QC006,11
2024-11-14 10:49:29,SC005,TO_CO_TFTU000140,DROP,arriving,at WS004.01,65
2024-11-14 10:49:29,SC009,TO_CO_TFTU000151,PICK,arriving,at QC006,61
2024-11-14 10:49:29,SC009,TO_CO_TFTU000151,PICK,working,at QC006,60
2024-11-14 10:49:29,SC005,TO_CO_TFTU000140,DROP,working,at WS004.01,60
2024-11-14 10:49:34,SC014,TO_CO_TFTU000147,PICK,finished,at QC005,0
2024-11-14 10:49:34,SC014,TO_CO_TFTU000147,DROP,driving,to YARD001.51,24
2024-11-14 10:49:34,SC011,TO_CO_TFTU000153,PICK,arriving,at QC004,101
2024-11-14 10:49:34,SC003,TO_CO_TFTU000088,PICK,waited,at QC005,9
2024-11-14 10:49:34,SC011,TO_CO_TFTU000153,PICK,working,at QC004,60
2024-11-14 10:49:34,SC003,TO_CO_TFTU000088,PICK,working,at QC005,60
2024-11-14 10:49:37,SC016,TO_CO_TFTU000109,PICK,arriving,at RAIL001.02,27
2024-11-14 10:49:37,SC016,TO_CO_TFTU000109,PICK,working,at RAIL001.02,60
2024-11-14 10:49:40,SC004,TO_CO_TFTU000119,PICK,arriving,at QC006,11
2024-11-14 10:49:41,SC004,TO_CO_TFTU000119,PICK,working,at QC006,61
2024-11-14 10:49:41,SC012,TO_CO_TFTU000139,DROP,working,at YARD001.27,60
2024-11-14 10:49:42,SC012,TO_CO_TFTU000139,DROP,arriving,at YARD001.27,17
2024-11-14 10:49:45,SC015,TO_CO_TFTU000156,PICK,arriving,at QC006,33
2024-11-14 10:49:48,SC002,TO_CO_TFTU000124,PICK,finished,at QC005,0
2024-11-14 10:49:48,SC002,TO_CO_TFTU000124,DROP,driving,to WS008.01,70
2024-11-14 10:49:58,SC014,TO_CO_TFTU000147,DROP,arriving,at YARD001.51,24
2024-11-14 10:49:58,SC014,TO_CO_TFTU000147,DROP,working,at YARD001.51,60
2024-11-14 10:50:00,SC019,TO_CO_TFTU000106,DROP,finished,at WS010.01,0
2024-11-14 10:50:00,SC019,TO_CO_TFTU000164,PICK,driving,to QC006,106
2024-11-14 10:50:03,SC007,TO_CO_TFTU000132,DROP,finished,at YARD001.31,0
2024-11-14 10:50:03,SC007,TO_CO_TFTU000141,PICK,driving,to QC004,9
2024-11-14 10:50:05,SC020,TO_CO_TFTU000146,PICK,finished,at QC003,0
2024-11-14 10:50:05,SC020,TO_CO_TFTU000146,DROP,driving,to WS007.01,74
