Timestamp,SC,TO,Action,Activity,Location,Duration
2024-11-14 10:35:36,SC020,TO_CO_TFTU000066,DROP,working,at YARD001.31,60
2024-11-14 10:35:39,SC019,TO_CO_TFTU000056,DROP,finished,at WS003.01,0
2024-11-14 10:35:39,SC019,TO_CO_TFTU000035,PICK,driving,to QC005,43
2024-11-14 10:35:40,SC008,TO_CO_TFTU000063,PICK,finished,at QC003,0
2024-11-14 10:35:40,SC008,TO_CO_TFTU000063,DROP,driving,to YARD001.10,29
2024-11-14 10:35:43,SC016,TO_CO_TFTU000033,PICK,finished,at RAIL001.81,0
2024-11-14 10:35:43,SC016,TO_CO_TFTU000033,DROP,driving,to WS003.01,100
2024-11-14 10:35:47,SC013,TO_CO_TFTU000059,PICK,finished,at QC006,0
2024-11-14 10:35:47,SC007,TO_CO_TFTU000071,PICK,finished,at QC005,0
2024-11-14 10:35:47,SC005,TO_CO_TFTU000027,DROP,finished,at WS007.01,0
2024-11-14 10:35:47,SC013,TO_CO_TFTU000059,DROP,driving,to YARD001.58,18
2024-11-14 10:35:47,SC007,TO_CO_TFTU000071,DROP,driving,to WS002.01,34
2024-11-14 10:35:47,SC005,TO_CO_TFTU000073,PICK,driving,to QC005,61
2024-11-14 10:35:47,SC014,TO_CO_TFTU000053,PICK,waited,at QC006,34
2024-11-14 10:35:47,SC004,TO_CO_TFTU000072,PICK,waited,at QC005,41
2024-11-14 10:35:47,SC014,TO_CO_TFTU000053,PICK,working,at QC006,60
2024-11-14 10:35:47,SC004,TO_CO_TFTU000072,PICK,working,at QC005,60
2024-11-14 10:35:50,SC018,TO_CO_TFTU000090,PICK,arriving,at QC006,160
2024-11-14 10:35:52,SC003,TO_CO_TFTU000045,PICK,finished,at QC003,0
2024-11-14 10:35:52,SC003,TO_CO_TFTU000045,DROP,driving,to YARD001.20,11
2024-11-14 10:35:54,SC001,TO_CO_TFTU000068,PICK,arriving,at QC005,106
2024-11-14 10:35:57,SC017,TO_CO_TFTU000029,DROP,finished,at WS007.01,0
2024-11-14 10:35:57,SC017,TO_CO_TFTU000065,PICK,driving,to QC003,74
2024-11-14 10:36:00,SC006,TO_CO_TFTU000082,PICK,arriving,at QC005,133
2024-11-14 10:36:01,SC012,TO_CO_TFTU000074,PICK,finished,at QC005,0
2024-11-14 10:36:01,SC012,TO_CO_TFTU000074,DROP,driving,to YARD001.24,40
2024-11-14 10:36:01,SC009,TO_CO_TFTU000036,PICK,waited,at QC005,31
2024-11-14 10:36:01,SC009,TO_CO_TFTU000036,PICK,working,at QC005,60
2024-11-14 10:36:03,SC003,TO_CO_TFTU000045,DROP,arriving,at YARD001.20,11
2024-11-14 10:36:04,SC003,TO_CO_TFTU000045,DROP,working,at YARD001.20,61
2024-11-14 10:36:05,SC013,TO_CO_TFTU000059,DROP,arriving,at YARD001.58,18
2024-11-14 10:36:06,SC010,TO_CO_TFTU000037,PICK,finished,at QC006,0
2024-11-14 10:36:06,SC010,TO_CO_TFTU000037,DROP,driving,to WS010.01,106
2024-11-14 10:36:06,SC015,TO_CO_TFTU000067,PICK,arriving,at QC005,43
2024-11-14 10:36:06,SC011,TO_CO_TFTU000069,PICK,waited,at QC006,31
2024-11-14 10:36:06,SC013,TO_CO_TFTU000059,DROP,working,at YARD001.58,61
2024-11-14 10:36:06,SC011,TO_CO_TFTU000069,PICK,working,at QC006,61
2024-11-14 10:36:09,SC008,TO_CO_TFTU000063,DROP,arriving,at YARD001.10,29
2024-11-14 10:36:10,SC008,TO_CO_TFTU000063,DROP,working,at YARD001.10,61
2024-11-14 10:36:21,SC007,TO_CO_TFTU000071,DROP,arriving,at WS002.01,34
2024-11-14 10:36:21,SC007,TO_CO_TFTU000071,DROP,working,at WS002.01,60
2024-11-14 10:36:22,SC019,TO_CO_TFTU000035,PICK,arriving,at QC005,43
2024-11-14 10:36:36,SC020,TO_CO_TFTU000066,DROP,finished,at YARD001.31,0
2024-11-14 10:36:36,SC020,TO_CO_TFTU000031,PICK,driving,to QC004,9
2024-11-14 10:36:41,SC012,TO_CO_TFTU000074,DROP,arriving,at YARD001.24,40
2024-11-14 10:36:41,SC012,TO_CO_TFTU000074,DROP,working,at YARD001.24,60
2024-11-14 10:36:45,SC020,TO_CO_TFTU000031,PICK,arriving,at QC004,9
2024-11-14 10:36:46,SC020,TO_CO_TFTU000031,PICK,working,at QC004,61
2024-11-14 10:36:48,SC014,TO_CO_TFTU000053,PICK,finished,at QC006,0
2024-11-14 10:36:48,SC004,TO_CO_TFTU000072,PICK,finished,at QC005,0
2024-11-14 10:36:48,SC014,TO_CO_TFTU000053,DROP,driving,to WS003.01,61
2024-11-14 10:36:48,SC004,TO_CO_TFTU000072,DROP,driving,to YARD001.14,58
2024-11-14 10:36:48,SC005,TO_CO_TFTU000073,PICK,arriving,at QC005,61
2024-11-14 10:36:48,SC018,TO_CO_TFTU000090,PICK,waited,at QC006,58
2024-11-14 10:36:48,SC001,TO_CO_TFTU000068,PICK,waited,at QC005,54
2024-11-14 10:36:48,SC018,TO_CO_TFTU000090,PICK,working,at QC006,60
2024-11-14 10:36:48,SC001,TO_CO_TFTU000068,PICK,working,at QC005,60
2024-11-14 10:36:56,SC002,TO_CO_TFTU000085,PICK,arriving,at RAIL001.65,143
2024-11-14 10:36:56,SC002,TO_CO_TFTU000085,PICK,working,at RAIL001.65,60
2024-11-14 10:37:02,SC009,TO_CO_TFTU000036,PICK,finished,at QC005,0
2024-11-14 10:37:02,SC009,TO_CO_TFTU000036,DROP,driving,to WS010.01,88
2024-11-14 10:37:02,SC006,TO_CO_TFTU000082,PICK,waited,at QC005,62
2024-11-14 10:37:02,SC006,TO_CO_TFTU000082,PICK,working,at QC005,60
2024-11-14 10:37:04,SC003,TO_CO_TFTU000045,DROP,finished,at YARD001.20,0
2024-11-14 10:37:04,SC003,TO_CO_TFTU000064,PICK,driving,to QC003,11
2024-11-14 10:37:06,SC013,TO_CO_TFTU000059,DROP,finished,at YARD001.58,0
2024-11-14 10:37:06,SC013,TO_CO_TFTU000070,PICK,driving,to QC007,15
2024-11-14 10:37:07,SC011,TO_CO_TFTU000069,PICK,finished,at QC006,0
2024-11-14 10:37:07,SC011,TO_CO_TFTU000069,DROP,driving,to WS002.01,52
2024-11-14 10:37:10,SC008,TO_CO_TFTU000063,DROP,finished,at YARD001.10,0
2024-11-14 10:37:10,SC008,TO_CO_TFTU000039,PICK,driving,to RAIL001.01,34
2024-11-14 10:37:11,SC017,TO_CO_TFTU000065,PICK,arriving,at QC003,74
2024-11-14 10:37:11,SC017,TO_CO_TFTU000065,PICK,working,at QC003,60
2024-11-14 10:37:15,SC003,TO_CO_TFTU000064,PICK,arriving,at QC003,11
2024-11-14 10:37:16,SC003,TO_CO_TFTU000064,PICK,working,at QC003,61
2024-11-14 10:37:21,SC007,TO_CO_TFTU000071,DROP,finished,at WS002.01,0
2024-11-14 10:37:21,SC007,TO_CO_TFTU000089,PICK,driving,to QC005,34
2024-11-14 10:37:21,SC013,TO_CO_TFTU000070,PICK,arriving,at QC007,15
2024-11-14 10:37:21,SC013,TO_CO_TFTU000070,PICK,working,at QC007,60
2024-11-14 10:37:23,SC016,TO_CO_TFTU000033,DROP,arriving,at WS003.01,100
2024-11-14 10:37:23,SC016,TO_CO_TFTU000033,DROP,working,at WS003.01,60
2024-11-14 10:37:41,SC012,TO_CO_TFTU000074,DROP,finished,at YARD001.24,0
2024-11-14 10:37:41,SC012,TO_CO_TFTU000086,PICK,driving,to QC003,11
2024-11-14 10:37:44,SC008,TO_CO_TFTU000039,PICK,arriving,at RAIL001.01,34
2024-11-14 10:37:44,SC008,TO_CO_TFTU000039,PICK,working,at RAIL001.01,60
2024-11-14 10:37:46,SC020,TO_CO_TFTU000031,PICK,finished,at QC004,0
2024-11-14 10:37:46,SC020,TO_CO_TFTU000031,DROP,driving,to WS012.01,101
2024-11-14 10:37:46,SC004,TO_CO_TFTU000072,DROP,arriving,at YARD001.14,58
2024-11-14 10:37:46,SC004,TO_CO_TFTU000072,DROP,working,at YARD001.14,60
2024-11-14 10:37:48,SC018,TO_CO_TFTU000090,PICK,finished,at QC006,0
2024-11-14 10:37:48,SC001,TO_CO_TFTU000068,PICK,finished,at QC005,0
2024-11-14 10:37:48,SC018,TO_CO_TFTU000090,DROP,driving,to YARD001.52,8
2024-11-14 10:37:48,SC001,TO_CO_TFTU000068,DROP,driving,to YARD001.05,71
2024-11-14 10:37:48,SC015,TO_CO_TFTU000067,PICK,waited,at QC005,102
2024-11-14 10:37:48,SC014,TO_CO_TFTU000053,DROP,working,at WS003.01,60
2024-11-14 10:37:48,SC015,TO_CO_TFTU000067,PICK,working,at QC005,60
2024-11-14 10:37:49,SC014,TO_CO_TFTU000053,DROP,arriving,at WS003.01,61
2024-11-14 10:37:52,SC010,TO_CO_TFTU000037,DROP,arriving,at WS010.01,106
2024-11-14 10:37:52,SC012,TO_CO_TFTU000086,PICK,arriving,at QC003,11
2024-11-14 10:37:52,SC010,TO_CO_TFTU000037,DROP,working,at WS010.01,60
2024-11-14 10:37:55,SC007,TO_CO_TFTU000089,PICK,arriving,at QC005,34
2024-11-14 10:37:56,SC002,TO_CO_TFTU000085,PICK,finished,at RAIL001.65,0
2024-11-14 10:37:56,SC002,TO_CO_TFTU000085,DROP,driving,to WS003.01,91
2024-11-14 10:37:56,SC018,TO_CO_TFTU000090,DROP,arriving,at YARD001.52,8
2024-11-14 10:37:56,SC018,TO_CO_TFTU000090,DROP,working,at YARD001.52,60
2024-11-14 10:37:58,SC011,TO_CO_TFTU000069,DROP,working,at WS002.01,60
2024-11-14 10:37:59,SC011,TO_CO_TFTU000069,DROP,arriving,at WS002.01,52
2024-11-14 10:38:02,SC006,TO_CO_TFTU000082,PICK,finished,at QC005,0
2024-11-14 10:38:02,SC006,TO_CO_TFTU000082,DROP,driving,to YARD001.31,27
2024-11-14 10:38:02,SC019,TO_CO_TFTU000035,PICK,waited,at QC005,100
2024-11-14 10:38:02,SC019,TO_CO_TFTU000035,PICK,working,at QC005,60
2024-11-14 10:38:11,SC017,TO_CO_TFTU000065,PICK,finished,at QC003,0
2024-11-14 10:38:11,SC017,TO_CO_TFTU000065,DROP,driving,to WS004.01,65
2024-11-14 10:38:11,SC012,TO_CO_TFTU000086,PICK,waited,at QC003,18
2024-11-14 10:38:11,SC012,TO_CO_TFTU000086,PICK,working,at QC003,61
2024-11-14 10:38:16,SC003,TO_CO_TFTU000064,PICK,finished,at QC003,0
2024-11-14 10:38:16,SC003,TO_CO_TFTU000064,DROP,driving,to YARD001.45,49
2024-11-14 10:38:21,SC013,TO_CO_TFTU000070,PICK,finished,at QC007,0
2024-11-14 10:38:21,SC013,TO_CO_TFTU000070,DROP,driving,to YARD001.36,54
2024-11-14 10:38:23,SC016,TO_CO_TFTU000033,DROP,finished,at WS003.01,0
2024-11-14 10:38:23,SC016,TO_CO_TFTU000096,PICK,driving,to QC003,56
2024-11-14 10:38:29,SC006,TO_CO_TFTU000082,DROP,arriving,at YARD001.31,27
2024-11-14 10:38:29,SC009,TO_CO_TFTU000036,DROP,working,at WS010.01,60
2024-11-14 10:38:30,SC009,TO_CO_TFTU000036,DROP,arriving,at WS010.01,88
2024-11-14 10:38:30,SC006,TO_CO_TFTU000082,DROP,working,at YARD001.31,61
2024-11-14 10:38:44,SC008,TO_CO_TFTU000039,PICK,finished,at RAIL001.01,0
2024-11-14 10:38:44,SC008,TO_CO_TFTU000039,DROP,driving,to WS003.01,88
2024-11-14 10:38:46,SC004,TO_CO_TFTU000072,DROP,finished,at YARD001.14,0
2024-11-14 10:38:46,SC004,TO_CO_TFTU000062,PICK,driving,to QC001,11
2024-11-14 10:38:48,SC014,TO_CO_TFTU000053,DROP,finished,at WS003.01,0
2024-11-14 10:38:48,SC014,TO_CO_TFTU000104,PICK,driving,to QC005,43
2024-11-14 10:38:49,SC015,TO_CO_TFTU000067,PICK,finished,at QC005,0
2024-11-14 10:38:49,SC015,TO_CO_TFTU000067,DROP,driving,to WS001.01,25
2024-11-14 10:38:49,SC005,TO_CO_TFTU000073,PICK,waited,at QC005,121
2024-11-14 10:38:49,SC005,TO_CO_TFTU000073,PICK,working,at QC005,60
2024-11-14 10:38:52,SC010,TO_CO_TFTU000037,DROP,finished,at WS010.01,0
2024-11-14 10:38:52,SC010,TO_CO_TFTU000100,PICK,driving,to QC005,88
2024-11-14 10:38:56,SC018,TO_CO_TFTU000090,DROP,finished,at YARD001.52,0
2024-11-14 10:38:56,SC018,TO_CO_TFTU000075,PICK,driving,to QC006,8
2024-11-14 10:38:57,SC004,TO_CO_TFTU000062,PICK,arriving,at QC001,11
2024-11-14 10:38:57,SC004,TO_CO_TFTU000062,PICK,working,at QC001,60
2024-11-14 10:38:58,SC011,TO_CO_TFTU000069,DROP,finished,at WS002.01,0
2024-11-14 10:38:58,SC011,TO_CO_TFTU000103,PICK,driving,to QC003,47
2024-11-14 10:38:59,SC001,TO_CO_TFTU000068,DROP,arriving,at YARD001.05,71
2024-11-14 10:38:59,SC001,TO_CO_TFTU000068,DROP,working,at YARD001.05,60
2024-11-14 10:39:03,SC019,TO_CO_TFTU000035,PICK,finished,at QC005,0
2024-11-14 10:39:03,SC019,TO_CO_TFTU000035,DROP,driving,to WS010.01,88
2024-11-14 10:39:03,SC007,TO_CO_TFTU000089,PICK,waited,at QC005,68
2024-11-14 10:39:03,SC007,TO_CO_TFTU000089,PICK,working,at QC005,60
2024-11-14 10:39:04,SC018,TO_CO_TFTU000075,PICK,arriving,at QC006,8
2024-11-14 10:39:04,SC018,TO_CO_TFTU000075,PICK,working,at QC006,60
2024-11-14 10:39:05,SC003,TO_CO_TFTU000064,DROP,arriving,at YARD001.45,49
2024-11-14 10:39:06,SC003,TO_CO_TFTU000064,DROP,working,at YARD001.45,61
2024-11-14 10:39:12,SC012,TO_CO_TFTU000086,PICK,finished,at QC003,0
2024-11-14 10:39:12,SC012,TO_CO_TFTU000086,DROP,driving,to WS002.01,47
2024-11-14 10:39:13,SC015,TO_CO_TFTU000067,DROP,working,at WS001.01,60
2024-11-14 10:39:14,SC015,TO_CO_TFTU000067,DROP,arriving,at WS001.01,25
2024-11-14 10:39:15,SC013,TO_CO_TFTU000070,DROP,arriving,at YARD001.36,54
2024-11-14 10:39:16,SC017,TO_CO_TFTU000065,DROP,arriving,at WS004.01,65
2024-11-14 10:39:16,SC013,TO_CO_TFTU000070,DROP,working,at YARD001.36,61
2024-11-14 10:39:16,SC017,TO_CO_TFTU000065,DROP,working,at WS004.01,60
2024-11-14 10:39:19,SC016,TO_CO_TFTU000096,PICK,arriving,at QC003,56
2024-11-14 10:39:19,SC016,TO_CO_TFTU000096,PICK,working,at QC003,60
2024-11-14 10:39:27,SC020,TO_CO_TFTU000031,DROP,arriving,at WS012.01,101
2024-11-14 10:39:27,SC002,TO_CO_TFTU000085,DROP,arriving,at WS003.01,91
2024-11-14 10:39:27,SC020,TO_CO_TFTU000031,DROP,working,at WS012.01,60
2024-11-14 10:39:27,SC002,TO_CO_TFTU000085,DROP,working,at WS003.01,60
2024-11-14 10:39:29,SC009,TO_CO_TFTU000036,DROP,finished,at WS010.01,0
2024-11-14 10:39:29,SC009,TO_CO_TFTU000099,PICK,driving,to QC005,88
2024-11-14 10:39:30,SC006,TO_CO_TFTU000082,DROP,finished,at YARD001.31,0
2024-11-14 10:39:30,SC006,TO_CO_TFTU000095,PICK,driving,to QC003,24
2024-11-14 10:39:31,SC014,TO_CO_TFTU000104,PICK,arriving,at QC005,43
2024-11-14 10:39:45,SC011,TO_CO_TFTU000103,PICK,arriving,at QC003,47
2024-11-14 10:39:45,SC011,TO_CO_TFTU000103,PICK,working,at QC003,60
2024-11-14 10:39:49,SC005,TO_CO_TFTU000073,PICK,finished,at QC005,0
2024-11-14 10:39:49,SC005,TO_CO_TFTU000073,DROP,driving,to WS010.01,88
2024-11-14 10:39:49,SC014,TO_CO_TFTU000104,PICK,waited,at QC005,18
2024-11-14 10:39:49,SC014,TO_CO_TFTU000104,PICK,working,at QC005,60
2024-11-14 10:39:54,SC006,TO_CO_TFTU000095,PICK,arriving,at QC003,24
2024-11-14 10:39:57,SC004,TO_CO_TFTU000062,PICK,finished,at QC001,0
2024-11-14 10:39:57,SC004,TO_CO_TFTU000062,DROP,driving,to WS002.01,65
2024-11-14 10:39:59,SC001,TO_CO_TFTU000068,DROP,finished,at YARD001.05,0
2024-11-14 10:39:59,SC001,TO_CO_TFTU000080,PICK,driving,to QC001,17
2024-11-14 10:39:59,SC012,TO_CO_TFTU000086,DROP,arriving,at WS002.01,47
2024-11-14 10:39:59,SC012,TO_CO_TFTU000086,DROP,working,at WS002.01,60
2024-11-14 10:40:03,SC007,TO_CO_TFTU000089,PICK,finished,at QC005,0
2024-11-14 10:40:03,SC007,TO_CO_TFTU000089,DROP,driving,to YARD001.44,11
2024-11-14 10:40:04,SC018,TO_CO_TFTU000075,PICK,finished,at QC006,0
2024-11-14 10:40:04,SC018,TO_CO_TFTU000075,DROP,driving,to YARD001.19,67
2024-11-14 10:40:06,SC003,TO_CO_TFTU000064,DROP,finished,at YARD001.45,0
2024-11-14 10:40:06,SC003,TO_CO_TFTU000107,PICK,driving,to QC006,20
2024-11-14 10:40:12,SC008,TO_CO_TFTU000039,DROP,arriving,at WS003.01,88
2024-11-14 10:40:12,SC008,TO_CO_TFTU000039,DROP,working,at WS003.01,60
2024-11-14 10:40:13,SC015,TO_CO_TFTU000067,DROP,finished,at WS001.01,0
2024-11-14 10:40:13,SC015,TO_CO_TFTU000113,PICK,driving,to QC005,25
2024-11-14 10:40:14,SC007,TO_CO_TFTU000089,DROP,arriving,at YARD001.44,11
2024-11-14 10:40:15,SC007,TO_CO_TFTU000089,DROP,working,at YARD001.44,61
2024-11-14 10:40:16,SC013,TO_CO_TFTU000070,DROP,finished,at YARD001.36,0
2024-11-14 10:40:16,SC017,TO_CO_TFTU000065,DROP,finished,at WS004.01,0
2024-11-14 10:40:16,SC013,TO_CO_TFTU000111,PICK,driving,to QC004,15
2024-11-14 10:40:16,SC017,TO_CO_TFTU000105,PICK,driving,to QC005,52
2024-11-14 10:40:16,SC001,TO_CO_TFTU000080,PICK,arriving,at QC001,17
2024-11-14 10:40:16,SC001,TO_CO_TFTU000080,PICK,working,at QC001,60
2024-11-14 10:40:19,SC016,TO_CO_TFTU000096,PICK,finished,at QC003,0
2024-11-14 10:40:19,SC016,TO_CO_TFTU000096,DROP,driving,to YARD001.27,17
2024-11-14 10:40:19,SC006,TO_CO_TFTU000095,PICK,waited,at QC003,25
2024-11-14 10:40:19,SC006,TO_CO_TFTU000095,PICK,working,at QC003,60
2024-11-14 10:40:20,SC010,TO_CO_TFTU000100,PICK,arriving,at QC005,88
2024-11-14 10:40:20,SC010,TO_CO_TFTU000100,PICK,working,at QC005,60
2024-11-14 10:40:26,SC003,TO_CO_TFTU000107,PICK,arriving,at QC006,20
2024-11-14 10:40:27,SC020,TO_CO_TFTU000031,DROP,finished,at WS012.01,0
2024-11-14 10:40:27,SC002,TO_CO_TFTU000085,DROP,finished,at WS003.01,0
2024-11-14 10:40:27,SC020,TO_CO_TFTU000125,PICK,driving,to QC005,106
2024-11-14 10:40:27,SC002,TO_CO_TFTU000120,PICK,driving,to QC007,79
2024-11-14 10:40:27,SC003,TO_CO_TFTU000107,PICK,working,at QC006,61
2024-11-14 10:40:30,SC019,TO_CO_TFTU000035,DROP,working,at WS010.01,60
2024-11-14 10:40:31,SC019,TO_CO_TFTU000035,DROP,arriving,at WS010.01,88
2024-11-14 10:40:31,SC013,TO_CO_TFTU000111,PICK,arriving,at QC004,15
2024-11-14 10:40:31,SC013,TO_CO_TFTU000111,PICK,working,at QC004,60
2024-11-14 10:40:36,SC016,TO_CO_TFTU000096,DROP,arriving,at YARD001.27,17
2024-11-14 10:40:36,SC016,TO_CO_TFTU000096,DROP,working,at YARD001.27,60
2024-11-14 10:40:38,SC015,TO_CO_TFTU000113,PICK,arriving,at QC005,25
2024-11-14 10:40:45,SC011,TO_CO_TFTU000103,PICK,finished,at QC003,0
2024-11-14 10:40:45,SC011,TO_CO_TFTU000103,DROP,driving,to WS003.01,56
2024-11-14 10:40:50,SC014,TO_CO_TFTU000104,PICK,finished,at QC005,0
2024-11-14 10:40:50,SC014,TO_CO_TFTU000104,DROP,driving,to YARD001.27,35
2024-11-14 10:40:50,SC015,TO_CO_TFTU000113,PICK,waited,at QC005,12
2024-11-14 10:40:50,SC015,TO_CO_TFTU000113,PICK,working,at QC005,60
2024-11-14 10:40:57,SC009,TO_CO_TFTU000099,PICK,arriving,at QC005,88
2024-11-14 10:40:59,SC012,TO_CO_TFTU000086,DROP,finished,at WS002.01,0
2024-11-14 10:40:59,SC012,TO_CO_TFTU000040,PICK,driving,to QC005,34
2024-11-14 10:41:02,SC004,TO_CO_TFTU000062,DROP,arriving,at WS002.01,65
2024-11-14 10:41:02,SC004,TO_CO_TFTU000062,DROP,working,at WS002.01,60
2024-11-14 10:41:08,SC017,TO_CO_TFTU000105,PICK,arriving,at QC005,52
2024-11-14 10:41:11,SC018,TO_CO_TFTU000075,DROP,arriving,at YARD001.19,67
2024-11-14 10:41:11,SC018,TO_CO_TFTU000075,DROP,working,at YARD001.19,60
2024-11-14 10:41:12,SC008,TO_CO_TFTU000039,DROP,finished,at WS003.01,0
2024-11-14 10:41:12,SC008,TO_CO_TFTU000087,PICK,driving,to QC005,43
2024-11-14 10:41:15,SC007,TO_CO_TFTU000089,DROP,finished,at YARD001.44,0
2024-11-14 10:41:15,SC007,TO_CO_TFTU000114,PICK,driving,to QC006,22
2024-11-14 10:41:16,SC001,TO_CO_TFTU000080,PICK,finished,at QC001,0
2024-11-14 10:41:16,SC001,TO_CO_TFTU000080,DROP,driving,to WS002.01,65
2024-11-14 10:41:17,SC005,TO_CO_TFTU000073,DROP,arriving,at WS010.01,88
2024-11-14 10:41:17,SC005,TO_CO_TFTU000073,DROP,working,at WS010.01,60
2024-11-14 10:41:19,SC006,TO_CO_TFTU000095,PICK,finished,at QC003,0
2024-11-14 10:41:20,SC010,TO_CO_TFTU000100,PICK,finished,at QC005,0
2024-11-14 10:41:20,SC006,TO_CO_TFTU000095,DROP,driving,to YARD001.14,22
2024-11-14 10:41:20,SC010,TO_CO_TFTU000100,DROP,driving,to YARD001.50,22
2024-11-14 10:41:20,SC009,TO_CO_TFTU000099,PICK,waited,at QC005,23
2024-11-14 10:41:20,SC009,TO_CO_TFTU000099,PICK,working,at QC005,60
2024-11-14 10:41:24,SC014,TO_CO_TFTU000104,DROP,working,at YARD001.27,60
2024-11-14 10:41:25,SC014,TO_CO_TFTU000104,DROP,arriving,at YARD001.27,35
2024-11-14 10:41:27,SC003,TO_CO_TFTU000107,PICK,finished,at QC006,0
2024-11-14 10:41:27,SC003,TO_CO_TFTU000107,DROP,driving,to WS002.01,52
2024-11-14 10:41:30,SC019,TO_CO_TFTU000035,DROP,finished,at WS010.01,0
2024-11-14 10:41:30,SC019,TO_CO_TFTU000123,PICK,driving,to QC004,83
2024-11-14 10:41:31,SC013,TO_CO_TFTU000111,PICK,finished,at QC004,0
2024-11-14 10:41:31,SC013,TO_CO_TFTU000111,DROP,driving,to YARD001.31,9
2024-11-14 10:41:33,SC012,TO_CO_TFTU000040,PICK,arriving,at QC005,34
2024-11-14 10:41:36,SC016,TO_CO_TFTU000096,DROP,finished,at YARD001.27,0
2024-11-14 10:41:36,SC016,TO_CO_TFTU000097,PICK,driving,to QC003,17
2024-11-14 10:41:37,SC007,TO_CO_TFTU000114,PICK,arriving,at QC006,22
2024-11-14 10:41:37,SC007,TO_CO_TFTU000114,PICK,working,at QC006,60
2024-11-14 10:41:40,SC013,TO_CO_TFTU000111,DROP,arriving,at YARD001.31,9
2024-11-14 10:41:41,SC011,TO_CO_TFTU000103,DROP,arriving,at WS003.01,56
2024-11-14 10:41:41,SC013,TO_CO_TFTU000111,DROP,working,at YARD001.31,61
2024-11-14 10:41:41,SC011,TO_CO_TFTU000103,DROP,working,at WS003.01,60
2024-11-14 10:41:42,SC006,TO_CO_TFTU000095,DROP,arriving,at YARD001.14,22
2024-11-14 10:41:42,SC010,TO_CO_TFTU000100,DROP,arriving,at YARD001.50,22
2024-11-14 10:41:42,SC006,TO_CO_TFTU000095,DROP,working,at YARD001.14,60
2024-11-14 10:41:42,SC010,TO_CO_TFTU000100,DROP,working,at YARD001.50,60
2024-11-14 10:41:46,SC002,TO_CO_TFTU000120,PICK,arriving,at QC007,79
2024-11-14 10:41:46,SC002,TO_CO_TFTU000120,PICK,working,at QC007,60
2024-11-14 10:41:50,SC015,TO_CO_TFTU000113,PICK,finished,at QC005,0
2024-11-14 10:41:50,SC015,TO_CO_TFTU000113,DROP,driving,to YARD001.44,11
2024-11-14 10:41:50,SC017,TO_CO_TFTU000105,PICK,waited,at QC005,42
2024-11-14 10:41:50,SC017,TO_CO_TFTU000105,PICK,working,at QC005,60
2024-11-14 10:41:53,SC016,TO_CO_TFTU000097,PICK,arriving,at QC003,17
2024-11-14 10:41:53,SC016,TO_CO_TFTU000097,PICK,working,at QC003,60
2024-11-14 10:41:55,SC008,TO_CO_TFTU000087,PICK,arriving,at QC005,43
2024-11-14 10:42:01,SC015,TO_CO_TFTU000113,DROP,arriving,at YARD001.44,11
2024-11-14 10:42:01,SC015,TO_CO_TFTU000113,DROP,working,at YARD001.44,60
2024-11-14 10:42:02,SC004,TO_CO_TFTU000062,DROP,finished,at WS002.01,0
2024-11-14 10:42:02,SC004,TO_CO_TFTU000116,PICK,driving,to QC005,34
2024-11-14 10:42:11,SC018,TO_CO_TFTU000075,DROP,finished,at YARD001.19,0
2024-11-14 10:42:11,SC018,TO_CO_TFTU000098,PICK,driving,to QC003,13
2024-11-14 10:42:13,SC020,TO_CO_TFTU000125,PICK,arriving,at QC005,106
2024-11-14 10:42:17,SC005,TO_CO_TFTU000073,DROP,finished,at WS010.01,0
2024-11-14 10:42:17,SC005,TO_CO_TFTU000126,PICK,driving,to QC005,88
2024-11-14 10:42:19,SC003,TO_CO_TFTU000107,DROP,arriving,at WS002.01,52
2024-11-14 10:42:19,SC003,TO_CO_TFTU000107,DROP,working,at WS002.01,60
2024-11-14 10:42:21,SC009,TO_CO_TFTU000099,PICK,finished,at QC005,0
2024-11-14 10:42:21,SC009,TO_CO_TFTU000099,DROP,driving,to YARD001.05,71
2024-11-14 10:42:21,SC001,TO_CO_TFTU000080,DROP,arriving,at WS002.01,65
2024-11-14 10:42:21,SC012,TO_CO_TFTU000040,PICK,waited,at QC005,48
2024-11-14 10:42:21,SC012,TO_CO_TFTU000040,PICK,working,at QC005,60
2024-11-14 10:42:21,SC001,TO_CO_TFTU000080,DROP,working,at WS002.01,60
2024-11-14 10:42:24,SC014,TO_CO_TFTU000104,DROP,finished,at YARD001.27,0
2024-11-14 10:42:24,SC014,TO_CO_TFTU000121,PICK,driving,to QC003,17
2024-11-14 10:42:24,SC018,TO_CO_TFTU000098,PICK,arriving,at QC003,13
2024-11-14 10:42:24,SC018,TO_CO_TFTU000098,PICK,working,at QC003,60
2024-11-14 10:42:36,SC004,TO_CO_TFTU000116,PICK,arriving,at QC005,34
2024-11-14 10:42:37,SC007,TO_CO_TFTU000114,PICK,finished,at QC006,0
2024-11-14 10:42:37,SC007,TO_CO_TFTU000114,DROP,driving,to YARD001.20,65
2024-11-14 10:42:41,SC013,TO_CO_TFTU000111,DROP,finished,at YARD001.31,0
2024-11-14 10:42:41,SC011,TO_CO_TFTU000103,DROP,finished,at WS003.01,0
2024-11-14 10:42:41,SC013,TO_CO_TFTU000122,PICK,driving,to QC003,24
2024-11-14 10:42:41,SC011,TO_CO_TFTU000030,PICK,driving,to QC003,56
