Row,Timestamp,SC,TO,Action,Activity,Location,Duration
0,2024-11-14 10:27:10,SC010,TO_CO_TFTU000008,PICK,driving,start,15
1,2024-11-14 10:27:10,SC010,TO_CO_TFTU000008,PICK,driving,start,15
2,2024-11-14 10:27:25,SC010,TO_CO_TFTU000008,PICK,arriving,at QC003,15
3,2024-11-14 10:28:09,SC010,TO_CO_TFTU000008,PICK,waited,at QC003,54
4,2024-11-14 10:28:09,SC010,TO_CO_TFTU000008,PICK,working,at QC003,60
5,2024-11-14 10:29:09,SC010,TO_CO_TFTU000008,PICK,finished,at QC003,0
6,2024-11-14 10:29:09,SC010,TO_CO_TFTU000008,DROP,driving,at QC003,74
7,2024-11-14 10:30:23,SC010,TO_CO_TFTU000008,DROP,arriving,at WS007.01,74
8,2024-11-14 10:30:23,SC010,TO_CO_TFTU000008,DROP,working,at WS007.01,60
9,2024-11-14 10:31:23,SC010,TO_CO_TFTU000008,DROP,finished,at WS007.01,0
10,2024-11-14 10:31:23,SC010,TO_CO_TFTU000026,PICK,driving,at WS007.01,79
11,2024-11-14 10:32:42,SC010,TO_CO_TFTU000026,PICK,arriving,at QC006,79
12,2024-11-14 10:32:42,SC010,TO_CO_TFTU000026,PICK,working,at QC006,60
13,2024-11-14 10:33:42,SC010,TO_CO_TFTU000026,PICK,finished,at QC006,0
14,2024-11-14 10:33:42,SC010,TO_CO_TFTU000026,DROP,driving,at QC006,11
15,2024-11-14 10:33:53,SC010,TO_CO_TFTU000026,DROP,arriving,at YARD001.54,11
16,2024-11-14 10:33:54,SC010,TO_CO_TFTU000026,DROP,working,at YARD001.54,61
17,2024-11-14 10:34:54,SC010,TO_CO_TFTU000026,DROP,finished,at YARD001.54,0
18,2024-11-14 10:34:54,SC010,TO_CO_TFTU000037,PICK,driving,at YARD001.54,11
19,2024-11-14 10:35:05,SC010,TO_CO_TFTU000037,PICK,arriving,at QC006,11
