SC,TO,Action,Location,timestamp_start,timestamp_end,duration_visit
SC014,TO_CO_TFTU000147,DROP,at YARD001.51,2024-11-14 10:49:58,2024-11-14 10:50:58,0 days 00:01:00
SC006,TO_CO_TFTU000135,DROP,at WS008.01,2024-11-14 10:50:07,2024-11-14 10:51:07,0 days 00:01:00
SC007,TO_CO_TFTU000141,PICK,at QC004,2024-11-14 10:50:12,2024-11-14 10:51:13,0 days 00:01:01
SC017,TO_CO_TFTU000015,DROP,at WS016.01,2024-11-14 10:50:19,2024-11-14 10:51:18,0 days 00:00:59
SC010,TO_CO_TFTU000131,DROP,at WS003.01,2024-11-14 10:50:24,2024-11-14 10:51:25,0 days 00:01:01
SC008,TO_CO_TFTU000110,DROP,at WS014.01,2024-11-14 10:50:27,2024-11-14 10:51:27,0 days 00:01:00
SC001,TO_CO_TFTU000152,PICK,at QC006,2024-11-14 10:50:41,2024-11-14 10:51:42,0 days 00:01:01
SC018,TO_CO_TFTU000115,PICK,at RAIL001.15,2024-11-14 10:50:43,2024-11-14 10:51:44,0 days 00:01:01
SC009,TO_CO_TFTU000151,DROP,at YARD001.57,2024-11-14 10:50:46,2024-11-14 10:51:46,0 days 00:01:00
SC002,TO_CO_TFTU000124,DROP,at WS008.01,2024-11-14 10:50:58,2024-11-14 10:51:58,0 days 00:01:00
SC012,TO_CO_TFTU000158,PICK,at QC004,2024-11-14 10:50:58,2024-11-14 10:51:58,0 days 00:01:00
SC014,TO_CO_TFTU000091,PICK,at QC006,2024-11-14 10:51:07,2024-11-14 10:52:30,0 days 00:01:23
SC011,TO_CO_TFTU000153,DROP,at WS003.01,2024-11-14 10:51:12,2024-11-14 10:52:12,0 days 00:01:00
SC020,TO_CO_TFTU000146,DROP,at WS007.01,2024-11-14 10:51:19,2024-11-14 10:52:19,0 days 00:01:00
SC005,TO_CO_TFTU000149,PICK,at QC005,2024-11-14 10:51:21,2024-11-14 10:52:21,0 days 00:01:00
SC013,TO_CO_TFTU000025,DROP,at WS012.01,2024-11-14 10:51:22,2024-11-14 10:52:21,0 days 00:00:59
SC019,TO_CO_TFTU000164,PICK,at QC006,2024-11-14 10:51:46,2024-11-14 10:52:46,0 days 00:01:00
SC007,TO_CO_TFTU000141,DROP,at YARD001.14,2024-11-14 10:51:53,2024-11-14 10:52:53,0 days 00:01:00
SC009,TO_CO_TFTU000054,PICK,at QC007,2024-11-14 10:52:03,2024-11-14 10:53:03,0 days 00:01:00
SC004,TO_CO_TFTU000119,DROP,at WS008.01,2024-11-14 10:52:09,2024-11-14 10:53:09,0 days 00:01:00
SC015,TO_CO_TFTU000156,DROP,at WS001.01,2024-11-14 10:52:12,2024-11-14 10:53:12,0 days 00:01:00
SC010,TO_CO_TFTU000160,PICK,at QC003,2024-11-14 10:52:21,2024-11-14 10:53:21,0 days 00:01:00
SC003,TO_CO_TFTU000088,DROP,at WS013.01,2024-11-14 10:52:30,2024-11-14 10:53:29,0 days 00:00:59
SC006,TO_CO_TFTU000166,PICK,at QC003,2024-11-14 10:52:30,2024-11-14 10:53:30,0 days 00:01:00
SC001,TO_CO_TFTU000152,DROP,at YARD001.24,2024-11-14 10:52:40,2024-11-14 10:53:40,0 days 00:01:00
SC011,TO_CO_TFTU000154,PICK,at QC005,2024-11-14 10:52:55,2024-11-14 10:53:54,0 days 00:00:59
SC016,TO_CO_TFTU000109,DROP,at WS011.01,2024-11-14 10:52:58,2024-11-14 10:53:59,0 days 00:01:01
SC007,TO_CO_TFTU000022,PICK,at QC001,2024-11-14 10:53:04,2024-11-14 10:54:05,0 days 00:01:01
SC002,TO_CO_TFTU000167,PICK,at QC005,2024-11-14 10:53:08,2024-11-14 10:54:08,0 days 00:01:00
SC018,TO_CO_TFTU000115,DROP,at WS004.01,2024-11-14 10:53:13,2024-11-14 10:54:13,0 days 00:01:00
SC005,TO_CO_TFTU000149,DROP,at WS004.01,2024-11-14 10:53:13,2024-11-14 10:54:13,0 days 00:01:00
SC012,TO_CO_TFTU000158,DROP,at WS010.01,2024-11-14 10:53:21,2024-11-14 10:54:21,0 days 00:01:00
SC008,TO_CO_TFTU000112,PICK,at QC004,2024-11-14 10:53:26,2024-11-14 10:54:26,0 days 00:01:00
SC015,TO_CO_TFTU000155,PICK,at QC005,2024-11-14 10:53:37,2024-11-14 10:54:55,0 days 00:01:18
SC020,TO_CO_TFTU000143,PICK,at QC006,2024-11-14 10:53:38,2024-11-14 10:54:38,0 days 00:01:00
SC001,TO_CO_TFTU000165,PICK,at QC003,2024-11-14 10:53:51,2024-11-14 10:54:51,0 days 00:01:00
SC017,TO_CO_TFTU000049,PICK,at QC006,2024-11-14 10:53:58,2024-11-14 10:54:58,0 days 00:01:00
SC019,TO_CO_TFTU000164,DROP,at YARD001.14,2024-11-14 10:54:02,2024-11-14 10:55:02,0 days 00:01:00
SC010,TO_CO_TFTU000160,DROP,at WS004.01,2024-11-14 10:54:26,2024-11-14 10:55:26,0 days 00:01:00
SC014,TO_CO_TFTU000091,DROP,at WS012.01,2024-11-14 10:54:34,2024-11-14 10:55:34,0 days 00:01:00
SC004,TO_CO_TFTU000048,PICK,at QC006,2024-11-14 10:54:37,2024-11-14 10:55:40,0 days 00:01:03
SC006,TO_CO_TFTU000166,DROP,at YARD001.57,2024-11-14 10:54:41,2024-11-14 10:55:41,0 days 00:01:00
SC013,TO_CO_TFTU000021,PICK,at QC007,2024-11-14 10:54:43,2024-11-14 10:55:43,0 days 00:01:00
SC011,TO_CO_TFTU000154,DROP,at WS008.01,2024-11-14 10:55:04,2024-11-14 10:56:04,0 days 00:01:00
SC005,TO_CO_TFTU000161,PICK,at QC005,2024-11-14 10:55:05,2024-11-14 10:56:05,0 days 00:01:00
SC019,TO_CO_TFTU000173,PICK,at QC001,2024-11-14 10:55:13,2024-11-14 10:56:14,0 days 00:01:01
SC018,TO_CO_TFTU000175,PICK,at QC003,2024-11-14 10:55:18,2024-11-14 10:56:18,0 days 00:01:00
SC009,TO_CO_TFTU000054,DROP,at WS013.01,2024-11-14 10:55:34,2024-11-14 10:56:34,0 days 00:01:00
SC003,TO_CO_TFTU000076,PICK,at QC003,2024-11-14 10:55:37,2024-11-14 10:56:37,0 days 00:01:00
SC002,TO_CO_TFTU000167,DROP,at WS011.01,2024-11-14 10:55:45,2024-11-14 10:56:45,0 days 00:01:00
SC001,TO_CO_TFTU000165,DROP,at YARD001.48,2024-11-14 10:55:45,2024-11-14 10:56:46,0 days 00:01:01
SC016,TO_CO_TFTU000042,PICK,at QC006,2024-11-14 10:55:54,2024-11-14 10:56:54,0 days 00:01:00
SC006,TO_CO_TFTU000028,PICK,at QC007,2024-11-14 10:55:58,2024-11-14 10:56:58,0 days 00:01:00
SC015,TO_CO_TFTU000155,DROP,at YARD001.02,2024-11-14 10:56:11,2024-11-14 10:57:11,0 days 00:01:00
SC010,TO_CO_TFTU000174,PICK,at QC005,2024-11-14 10:56:18,2024-11-14 10:57:18,0 days 00:01:00
SC020,TO_CO_TFTU000143,DROP,at WS010.01,2024-11-14 10:56:24,2024-11-14 10:57:24,0 days 00:01:00
SC012,TO_CO_TFTU000078,PICK,at QC007,2024-11-14 10:56:25,2024-11-14 10:57:25,0 days 00:01:00
SC008,TO_CO_TFTU000112,DROP,at WS014.01,2024-11-14 10:56:25,2024-11-14 10:57:25,0 days 00:01:00
SC018,TO_CO_TFTU000175,DROP,at WS001.01,2024-11-14 10:56:56,2024-11-14 10:57:56,0 days 00:01:00
SC001,TO_CO_TFTU000170,PICK,at QC006,2024-11-14 10:57:01,2024-11-14 10:58:01,0 days 00:01:00
SC007,TO_CO_TFTU000022,DROP,at WS017.01,2024-11-14 10:57:07,2024-11-14 10:58:07,0 days 00:01:00
SC005,TO_CO_TFTU000161,DROP,at WS008.01,2024-11-14 10:57:15,2024-11-14 10:58:15,0 days 00:01:00
SC014,TO_CO_TFTU000041,PICK,at QC005,2024-11-14 10:57:20,2024-11-14 10:58:19,0 days 00:00:59
SC011,TO_CO_TFTU000176,PICK,at QC003,2024-11-14 10:57:27,2024-11-14 10:58:27,0 days 00:01:00
SC019,TO_CO_TFTU000173,DROP,at WS003.01,2024-11-14 10:57:28,2024-11-14 10:58:28,0 days 00:01:00
SC017,TO_CO_TFTU000049,DROP,at WS015.01,2024-11-14 10:57:29,2024-11-14 10:58:29,0 days 00:01:00
SC015,TO_CO_TFTU000079,PICK,at RAIL001.21,2024-11-14 10:57:45,2024-11-14 10:58:45,0 days 00:01:00
SC004,TO_CO_TFTU000048,DROP,at WS014.01,2024-11-14 10:58:02,2024-11-14 10:59:01,0 days 00:00:59
SC018,TO_CO_TFTU000159,PICK,at QC004,2024-11-14 10:58:16,2024-11-14 10:59:16,0 days 00:01:00
SC002,TO_CO_TFTU000187,PICK,at QC005,2024-11-14 10:58:22,2024-11-14 10:59:22,0 days 00:01:00
SC013,TO_CO_TFTU000021,DROP,at WS014.01,2024-11-14 10:58:23,2024-11-14 10:59:23,0 days 00:01:00
SC010,TO_CO_TFTU000174,DROP,at WS010.01,2024-11-14 10:58:46,2024-11-14 10:59:46,0 days 00:01:00
SC009,TO_CO_TFTU000083,PICK,at QC006,2024-11-14 10:58:47,2024-11-14 10:59:47,0 days 00:01:00
SC003,TO_CO_TFTU000076,DROP,at WS015.01,2024-11-14 10:59:03,2024-11-14 11:00:03,0 days 00:01:00
SC020,TO_CO_TFTU000184,PICK,at QC003,2024-11-14 10:59:05,2024-11-14 11:00:05,0 days 00:01:00
SC019,TO_CO_TFTU000181,PICK,at QC005,2024-11-14 10:59:11,2024-11-14 11:00:11,0 days 00:01:00
SC016,TO_CO_TFTU000042,DROP,at WS014.01,2024-11-14 10:59:16,2024-11-14 11:00:16,0 days 00:01:00
SC008,TO_CO_TFTU000162,PICK,at QC005,2024-11-14 10:59:29,2024-11-14 11:00:29,0 days 00:01:00
SC006,TO_CO_TFTU000028,DROP,at WS014.01,2024-11-14 10:59:38,2024-11-14 11:00:38,0 days 00:01:00
SC001,TO_CO_TFTU000170,DROP,at WS010.01,2024-11-14 10:59:47,2024-11-14 11:00:47,0 days 00:01:00
SC005,TO_CO_TFTU000179,PICK,at RAIL001.43,2024-11-14 10:59:47,2024-11-14 11:00:47,0 days 00:01:00
SC011,TO_CO_TFTU000176,DROP,at WS008.01,2024-11-14 10:59:50,2024-11-14 11:00:50,0 days 00:01:00
SC012,TO_CO_TFTU000078,DROP,at WS013.01,2024-11-14 10:59:56,2024-11-14 11:00:56,0 days 00:01:00
SC002,TO_CO_TFTU000187,DROP,at WS003.01,2024-11-14 11:00:05,2024-11-14 11:01:05,0 days 00:01:00
SC017,TO_CO_TFTU000058,PICK,at QC005,2024-11-14 11:00:42,2024-11-14 11:01:42,0 days 00:01:00
SC014,TO_CO_TFTU000041,DROP,at WS017.01,2024-11-14 11:00:50,2024-11-14 11:01:50,0 days 00:01:00
SC007,TO_CO_TFTU000134,PICK,at QC006,2024-11-14 11:00:56,2024-11-14 11:01:56,0 days 00:01:00
SC018,TO_CO_TFTU000159,DROP,at WS012.01,2024-11-14 11:00:57,2024-11-14 11:01:57,0 days 00:01:00
SC020,TO_CO_TFTU000184,DROP,at WS003.01,2024-11-14 11:01:01,2024-11-14 11:02:01,0 days 00:01:00
SC019,TO_CO_TFTU000181,DROP,at WS008.01,2024-11-14 11:01:21,2024-11-14 11:02:21,0 days 00:01:00
SC004,TO_CO_TFTU000118,PICK,at QC006,2024-11-14 11:01:23,2024-11-14 11:02:23,0 days 00:01:00
SC010,TO_CO_TFTU000191,PICK,at QC003,2024-11-14 11:01:27,2024-11-14 11:02:27,0 days 00:01:00
SC015,TO_CO_TFTU000079,DROP,at WS015.01,2024-11-14 11:01:32,2024-11-14 11:02:32,0 days 00:01:00
SC002,TO_CO_TFTU000192,PICK,at QC004,2024-11-14 11:01:43,2024-11-14 11:02:43,0 days 00:01:00
SC013,TO_CO_TFTU000092,PICK,at QC006,2024-11-14 11:01:45,2024-11-14 11:02:57,0 days 00:01:12
SC011,TO_CO_TFTU000180,PICK,at QC004,2024-11-14 11:01:55,2024-11-14 11:02:55,0 days 00:01:00
SC005,TO_CO_TFTU000179,DROP,at WS003.01,2024-11-14 11:02:06,2024-11-14 11:03:06,0 days 00:01:00
SC009,TO_CO_TFTU000083,DROP,at WS014.01,2024-11-14 11:02:09,2024-11-14 11:03:09,0 days 00:01:00
SC008,TO_CO_TFTU000162,DROP,at WS012.01,2024-11-14 11:02:15,2024-11-14 11:03:15,0 days 00:01:00
SC003,TO_CO_TFTU000193,PICK,at QC005,2024-11-14 11:02:16,2024-11-14 11:03:16,0 days 00:01:00
SC016,TO_CO_TFTU000145,PICK,at RAIL001.76,2024-11-14 11:02:24,2024-11-14 11:03:25,0 days 00:01:01
SC001,TO_CO_TFTU000195,PICK,at QC001,2024-11-14 11:02:46,2024-11-14 11:03:46,0 days 00:01:00
SC012,TO_CO_TFTU000150,PICK,at QC005,2024-11-14 11:02:51,2024-11-14 11:03:51,0 days 00:01:00
SC020,TO_CO_TFTU000189,PICK,at QC003,2024-11-14 11:02:57,2024-11-14 11:03:57,0 days 00:01:00
SC006,TO_CO_TFTU000093,PICK,at QC006,2024-11-14 11:03:00,2024-11-14 11:04:00,0 days 00:01:00
SC010,TO_CO_TFTU000191,DROP,at WS003.01,2024-11-14 11:03:23,2024-11-14 11:04:23,0 days 00:01:00
SC002,TO_CO_TFTU000192,DROP,at WS004.01,2024-11-14 11:03:30,2024-11-14 11:04:30,0 days 00:01:00
SC019,TO_CO_TFTU000199,PICK,at QC005,2024-11-14 11:03:31,2024-11-14 11:04:31,0 days 00:01:00
SC018,TO_CO_TFTU000200,PICK,at QC005,2024-11-14 11:03:43,2024-11-14 11:04:52,0 days 00:01:09
SC005,TO_CO_TFTU000196,PICK,at QC003,2024-11-14 11:04:02,2024-11-14 11:05:02,0 days 00:01:00
SC014,TO_CO_TFTU000157,PICK,at RAIL001.101,2024-11-14 11:04:12,2024-11-14 11:05:12,0 days 00:01:00
SC017,TO_CO_TFTU000058,DROP,at WS017.01,2024-11-14 11:04:13,2024-11-14 11:05:13,0 days 00:01:00
SC007,TO_CO_TFTU000134,DROP,at WS014.01,2024-11-14 11:04:18,2024-11-14 11:05:18,0 days 00:01:00
SC003,TO_CO_TFTU000193,DROP,at WS008.01,2024-11-14 11:04:26,2024-11-14 11:05:26,0 days 00:01:00
SC011,TO_CO_TFTU000180,DROP,at WS012.01,2024-11-14 11:04:36,2024-11-14 11:05:36,0 days 00:01:00
SC020,TO_CO_TFTU000189,DROP,at WS002.01,2024-11-14 11:04:44,2024-11-14 11:05:44,0 days 00:01:00
SC004,TO_CO_TFTU000118,DROP,at WS014.01,2024-11-14 11:04:45,2024-11-14 11:05:45,0 days 00:01:00
SC001,TO_CO_TFTU000195,DROP,at WS002.01,2024-11-14 11:04:51,2024-11-14 11:05:51,0 days 00:01:00
SC015,TO_CO_TFTU000136,PICK,at QC006,2024-11-14 11:05:03,2024-11-14 11:06:02,0 days 00:00:59
SC010,TO_CO_TFTU000169,PICK,at QC005,2024-11-14 11:05:06,2024-11-14 11:06:06,0 days 00:01:00
SC009,TO_CO_TFTU000211,PICK,at QC005,2024-11-14 11:05:13,2024-11-14 11:06:13,0 days 00:01:00
SC019,TO_CO_TFTU000199,DROP,at WS003.01,2024-11-14 11:05:14,2024-11-14 11:06:14,0 days 00:01:00
SC013,TO_CO_TFTU000092,DROP,at WS014.01,2024-11-14 11:05:19,2024-11-14 11:06:18,0 days 00:00:59
SC002,TO_CO_TFTU000203,PICK,at QC005,2024-11-14 11:05:22,2024-11-14 11:07:07,0 days 00:01:45
SC018,TO_CO_TFTU000200,DROP,at WS003.01,2024-11-14 11:05:35,2024-11-14 11:06:34,0 days 00:00:59
SC016,TO_CO_TFTU000145,DROP,at WS015.01,2024-11-14 11:05:42,2024-11-14 11:06:43,0 days 00:01:01
SC008,TO_CO_TFTU000207,PICK,at RAIL001.01,2024-11-14 11:05:46,2024-11-14 11:06:46,0 days 00:01:00
SC012,TO_CO_TFTU000150,DROP,at WS013.01,2024-11-14 11:05:46,2024-11-14 11:06:46,0 days 00:01:00
SC005,TO_CO_TFTU000196,DROP,at WS002.01,2024-11-14 11:05:49,2024-11-14 11:06:49,0 days 00:01:00
SC001,TO_CO_TFTU000201,PICK,at QC005,2024-11-14 11:06:25,2024-11-14 11:07:25,0 days 00:01:00
SC014,TO_CO_TFTU000157,DROP,at WS009.01,2024-11-14 11:06:26,2024-11-14 11:07:27,0 days 00:01:01
SC006,TO_CO_TFTU000093,DROP,at WS015.01,2024-11-14 11:06:31,2024-11-14 11:07:31,0 days 00:01:00
SC009,TO_CO_TFTU000211,DROP,at WS001.01,2024-11-14 11:06:38,2024-11-14 11:07:38,0 days 00:01:00
SC020,TO_CO_TFTU000190,PICK,at QC007,2024-11-14 11:06:54,2024-11-14 11:07:54,0 days 00:01:00
SC003,TO_CO_TFTU000220,PICK,at QC001,2024-11-14 11:07:07,2024-11-14 11:08:07,0 days 00:01:00
SC019,TO_CO_TFTU000186,PICK,at QC003,2024-11-14 11:07:10,2024-11-14 11:08:10,0 days 00:01:00
SC018,TO_CO_TFTU000215,PICK,at QC005,2024-11-14 11:07:17,2024-11-14 11:08:17,0 days 00:01:00
SC007,TO_CO_TFTU000223,PICK,at QC005,2024-11-14 11:07:22,2024-11-14 11:08:26,0 days 00:01:04
SC005,TO_CO_TFTU000214,PICK,at QC005,2024-11-14 11:07:23,2024-11-14 11:09:18,0 days 00:01:55
SC011,TO_CO_TFTU000221,PICK,at QC003,2024-11-14 11:07:35,2024-11-14 11:08:35,0 days 00:01:00
SC017,TO_CO_TFTU000148,PICK,at QC003,2024-11-14 11:07:57,2024-11-14 11:09:10,0 days 00:01:13
SC010,TO_CO_TFTU000169,DROP,at WS013.01,2024-11-14 11:08:01,2024-11-14 11:09:01,0 days 00:01:00
SC009,TO_CO_TFTU000212,PICK,at QC005,2024-11-14 11:08:03,2024-11-14 11:09:26,0 days 00:01:23
SC004,TO_CO_TFTU000171,PICK,at QC006,2024-11-14 11:08:07,2024-11-14 11:09:07,0 days 00:01:00
SC008,TO_CO_TFTU000207,DROP,at WS003.01,2024-11-14 11:08:14,2024-11-14 11:09:14,0 days 00:01:00
SC015,TO_CO_TFTU000136,DROP,at WS013.01,2024-11-14 11:08:15,2024-11-14 11:09:15,0 days 00:01:00
SC002,TO_CO_TFTU000203,DROP,at WS008.01,2024-11-14 11:08:17,2024-11-14 11:09:16,0 days 00:00:59
SC012,TO_CO_TFTU000209,PICK,at RAIL001.92,2024-11-14 11:08:37,2024-11-14 11:09:37,0 days 00:01:00
SC013,TO_CO_TFTU000084,PICK,at QC007,2024-11-14 11:08:58,2024-11-14 11:09:58,0 days 00:01:00
SC014,TO_CO_TFTU000222,PICK,at QC003,2024-11-14 11:08:59,2024-11-14 11:09:59,0 days 00:01:00
SC019,TO_CO_TFTU000186,DROP,at WS003.01,2024-11-14 11:09:06,2024-11-14 11:10:06,0 days 00:01:00
SC001,TO_CO_TFTU000201,DROP,at WS012.01,2024-11-14 11:09:11,2024-11-14 11:10:11,0 days 00:01:00
SC003,TO_CO_TFTU000220,DROP,at WS002.01,2024-11-14 11:09:12,2024-11-14 11:10:12,0 days 00:01:00
SC016,TO_CO_TFTU000101,PICK,at QC006,2024-11-14 11:09:14,2024-11-14 11:10:14,0 days 00:01:00
SC011,TO_CO_TFTU000221,DROP,at WS002.01,2024-11-14 11:09:22,2024-11-14 11:10:22,0 days 00:01:00
SC020,TO_CO_TFTU000190,DROP,at WS007.01,2024-11-14 11:09:31,2024-11-14 11:10:31,0 days 00:01:00
SC007,TO_CO_TFTU000223,DROP,at WS008.01,2024-11-14 11:09:36,2024-11-14 11:10:35,0 days 00:00:59
SC018,TO_CO_TFTU000215,DROP,at WS010.01,2024-11-14 11:09:45,2024-11-14 11:10:45,0 days 00:01:00
SC005,TO_CO_TFTU000214,DROP,at WS003.01,2024-11-14 11:10:01,2024-11-14 11:11:00,0 days 00:00:59
SC006,TO_CO_TFTU000172,PICK,at QC006,2024-11-14 11:10:02,2024-11-14 11:11:02,0 days 00:01:00
SC009,TO_CO_TFTU000212,DROP,at WS003.01,2024-11-14 11:10:09,2024-11-14 11:11:09,0 days 00:01:00
SC008,TO_CO_TFTU000144,PICK,at QC006,2024-11-14 11:10:15,2024-11-14 11:11:15,0 days 00:01:00
SC002,TO_CO_TFTU000197,PICK,at QC005,2024-11-14 11:10:26,2024-11-14 11:11:26,0 days 00:01:00
SC003,TO_CO_TFTU000226,PICK,at QC005,2024-11-14 11:10:46,2024-11-14 11:11:46,0 days 00:01:00
SC011,TO_CO_TFTU000225,PICK,at QC005,2024-11-14 11:10:56,2024-11-14 11:12:27,0 days 00:01:31
SC019,TO_CO_TFTU000182,PICK,at QC006,2024-11-14 11:11:07,2024-11-14 11:12:07,0 days 00:01:00
SC015,TO_CO_TFTU000210,PICK,at QC005,2024-11-14 11:11:10,2024-11-14 11:12:47,0 days 00:01:37
SC014,TO_CO_TFTU000222,DROP,at WS007.01,2024-11-14 11:11:13,2024-11-14 11:12:13,0 days 00:01:00
SC012,TO_CO_TFTU000209,DROP,at WS012.01,2024-11-14 11:11:19,2024-11-14 11:12:19,0 days 00:01:00
SC004,TO_CO_TFTU000171,DROP,at WS013.01,2024-11-14 11:11:20,2024-11-14 11:12:20,0 days 00:01:00
SC010,TO_CO_TFTU000213,PICK,at QC001,2024-11-14 11:11:27,2024-11-14 11:12:27,0 days 00:01:00
SC017,TO_CO_TFTU000148,DROP,at WS014.01,2024-11-14 11:11:27,2024-11-14 11:12:27,0 days 00:01:00
SC020,TO_CO_TFTU000230,PICK,at QC006,2024-11-14 11:11:50,2024-11-14 11:12:50,0 days 00:01:00
SC009,TO_CO_TFTU000163,PICK,at QC005,2024-11-14 11:11:52,2024-11-14 11:13:27,0 days 00:01:35
SC007,TO_CO_TFTU000168,PICK,at QC006,2024-11-14 11:12:03,2024-11-14 11:13:08,0 days 00:01:05
SC001,TO_CO_TFTU000205,PICK,at QC006,2024-11-14 11:12:15,2024-11-14 11:13:51,0 days 00:01:36
SC005,TO_CO_TFTU000177,PICK,at QC007,2024-11-14 11:12:19,2024-11-14 11:13:19,0 days 00:01:00
SC003,TO_CO_TFTU000226,DROP,at WS003.01,2024-11-14 11:12:29,2024-11-14 11:13:29,0 days 00:01:00
SC018,TO_CO_TFTU000229,PICK,at RAIL001.50,2024-11-14 11:12:31,2024-11-14 11:13:31,0 days 00:01:00
SC013,TO_CO_TFTU000084,DROP,at WS014.01,2024-11-14 11:12:38,2024-11-14 11:13:38,0 days 00:01:00
SC016,TO_CO_TFTU000101,DROP,at WS015.01,2024-11-14 11:12:45,2024-11-14 11:13:45,0 days 00:01:00
SC011,TO_CO_TFTU000225,DROP,at WS003.01,2024-11-14 11:13:10,2024-11-14 11:14:09,0 days 00:00:59
SC014,TO_CO_TFTU000188,PICK,at QC005,2024-11-14 11:13:14,2024-11-14 11:14:14,0 days 00:01:00
SC002,TO_CO_TFTU000197,DROP,at WS013.01,2024-11-14 11:13:21,2024-11-14 11:14:21,0 days 00:01:00
SC006,TO_CO_TFTU000172,DROP,at WS014.01,2024-11-14 11:13:24,2024-11-14 11:14:24,0 days 00:01:00
SC008,TO_CO_TFTU000144,DROP,at WS014.01,2024-11-14 11:13:37,2024-11-14 11:14:40,0 days 00:01:03
SC012,TO_CO_TFTU000231,PICK,at QC005,2024-11-14 11:14:05,2024-11-14 11:15:05,0 days 00:01:00
SC010,TO_CO_TFTU000213,DROP,at WS008.01,2024-11-14 11:14:08,2024-11-14 11:15:08,0 days 00:01:00
SC020,TO_CO_TFTU000230,DROP,at WS007.01,2024-11-14 11:14:09,2024-11-14 11:15:09,0 days 00:01:00
SC019,TO_CO_TFTU000182,DROP,at WS012.01,2024-11-14 11:14:11,2024-11-14 11:15:11,0 days 00:01:00
SC003,TO_CO_TFTU000194,PICK,at QC006,2024-11-14 11:14:30,2024-11-14 11:15:30,0 days 00:01:00
SC017,TO_CO_TFTU000217,PICK,at QC005,2024-11-14 11:14:31,2024-11-14 11:15:31,0 days 00:01:00
SC004,TO_CO_TFTU000234,PICK,at QC001,2024-11-14 11:14:46,2024-11-14 11:15:46,0 days 00:01:00
SC015,TO_CO_TFTU000210,DROP,at WS014.01,2024-11-14 11:14:51,2024-11-14 11:15:50,0 days 00:00:59
SC011,TO_CO_TFTU000185,PICK,at QC003,2024-11-14 11:15:05,2024-11-14 11:16:05,0 days 00:01:00
SC018,TO_CO_TFTU000229,DROP,at WS010.01,2024-11-14 11:15:17,2024-11-14 11:16:18,0 days 00:01:01
SC013,TO_CO_TFTU000241,PICK,at QC004,2024-11-14 11:15:37,2024-11-14 11:16:37,0 days 00:01:00
SC007,TO_CO_TFTU000168,DROP,at WS015.01,2024-11-14 11:15:39,2024-11-14 11:16:38,0 days 00:00:59
SC005,TO_CO_TFTU000177,DROP,at WS012.01,2024-11-14 11:15:41,2024-11-14 11:16:41,0 days 00:01:00
SC009,TO_CO_TFTU000163,DROP,at WS016.01,2024-11-14 11:15:49,2024-11-14 11:16:49,0 days 00:01:00
SC016,TO_CO_TFTU000239,PICK,at QC005,2024-11-14 11:15:58,2024-11-14 11:16:58,0 days 00:01:00
SC001,TO_CO_TFTU000205,DROP,at WS013.01,2024-11-14 11:16:04,2024-11-14 11:17:03,0 days 00:00:59
SC020,TO_CO_TFTU000235,PICK,at QC005,2024-11-14 11:16:10,2024-11-14 11:17:10,0 days 00:01:00
SC012,TO_CO_TFTU000231,DROP,at WS008.01,2024-11-14 11:16:15,2024-11-14 11:17:15,0 days 00:01:00
SC010,TO_CO_TFTU000238,PICK,at QC005,2024-11-14 11:16:18,2024-11-14 11:17:59,0 days 00:01:41
SC014,TO_CO_TFTU000188,DROP,at WS015.01,2024-11-14 11:16:27,2024-11-14 11:17:27,0 days 00:01:00
SC006,TO_CO_TFTU000228,PICK,at QC005,2024-11-14 11:16:28,2024-11-14 11:18:11,0 days 00:01:43
SC008,TO_CO_TFTU000240,PICK,at QC005,2024-11-14 11:16:44,2024-11-14 11:18:59,0 days 00:02:15
SC002,TO_CO_TFTU000050,PICK,at QC007,2024-11-14 11:16:52,2024-11-14 11:17:52,0 days 00:01:00
SC004,TO_CO_TFTU000234,DROP,at WS003.01,2024-11-14 11:17:00,2024-11-14 11:18:00,0 days 00:01:00
SC016,TO_CO_TFTU000239,DROP,at WS001.01,2024-11-14 11:17:23,2024-11-14 11:18:23,0 days 00:01:00
SC019,TO_CO_TFTU000233,PICK,at QC007,2024-11-14 11:17:33,2024-11-14 11:18:33,0 days 00:01:00
SC003,TO_CO_TFTU000194,DROP,at WS012.01,2024-11-14 11:17:34,2024-11-14 11:18:34,0 days 00:01:00
SC020,TO_CO_TFTU000235,DROP,at WS001.01,2024-11-14 11:17:35,2024-11-14 11:18:35,0 days 00:01:00
SC017,TO_CO_TFTU000217,DROP,at WS015.01,2024-11-14 11:17:44,2024-11-14 11:18:44,0 days 00:01:00
SC018,TO_CO_TFTU000242,PICK,at QC005,2024-11-14 11:17:46,2024-11-14 11:19:11,0 days 00:01:25
SC013,TO_CO_TFTU000241,DROP,at WS009.01,2024-11-14 11:17:51,2024-11-14 11:18:51,0 days 00:01:00
SC005,TO_CO_TFTU000248,PICK,at QC005,2024-11-14 11:18:27,2024-11-14 11:19:59,0 days 00:01:32
SC015,TO_CO_TFTU000055,PICK,at QC007,2024-11-14 11:18:30,2024-11-14 11:19:30,0 days 00:01:00
SC011,TO_CO_TFTU000185,DROP,at WS015.01,2024-11-14 11:18:31,2024-11-14 11:19:31,0 days 00:01:00
SC004,TO_CO_TFTU000251,PICK,at QC005,2024-11-14 11:18:43,2024-11-14 11:20:12,0 days 00:01:29
