Row,Timestamp,SC,TO,Action,Activity,Location,Duration
0,2024-11-14 10:27:10,SC015,TO_CO_TFTU000012,PICK,driving,start,60
1,2024-11-14 10:27:10,SC015,TO_CO_TFTU000012,PICK,driving,start,60
2,2024-11-14 10:28:10,SC015,TO_CO_TFTU000012,PICK,arriving,at QC006,60
3,2024-11-14 10:28:51,SC015,TO_CO_TFTU000012,PICK,waited,at QC006,51
4,2024-11-14 10:28:51,SC015,TO_CO_TFTU000012,PICK,working,at QC006,60
5,2024-11-14 10:29:51,SC015,TO_CO_TFTU000012,PICK,finished,at QC006,0
6,2024-11-14 10:29:51,SC015,TO_CO_TFTU000012,DROP,driving,at QC006,52
7,2024-11-14 10:30:42,SC015,TO_CO_TFTU000012,DROP,working,at WS002.01,60
8,2024-11-14 10:30:43,SC015,TO_CO_TFTU000012,DROP,arriving,at WS002.01,52
9,2024-11-14 10:31:42,SC015,TO_CO_TFTU000012,DROP,finished,at WS002.01,0
10,2024-11-14 10:31:42,SC015,TO_CO_TFTU000051,PICK,driving,at WS002.01,34
11,2024-11-14 10:32:16,SC015,TO_CO_TFTU000051,PICK,arriving,at QC005,34
12,2024-11-14 10:32:40,SC015,TO_CO_TFTU000051,PICK,waited,at QC005,24
13,2024-11-14 10:32:40,SC015,TO_CO_TFTU000051,PICK,working,at QC005,60
14,2024-11-14 10:33:41,SC015,TO_CO_TFTU000051,PICK,finished,at QC005,0
15,2024-11-14 10:33:41,SC015,TO_CO_TFTU000051,DROP,driving,at QC005,43
16,2024-11-14 10:34:23,SC015,TO_CO_TFTU000051,DROP,working,at WS003.01,60
17,2024-11-14 10:34:24,SC015,TO_CO_TFTU000051,DROP,arriving,at WS003.01,43
18,2024-11-14 10:35:23,SC015,TO_CO_TFTU000051,DROP,finished,at WS003.01,0
19,2024-11-14 10:35:23,SC015,TO_CO_TFTU000067,PICK,driving,at WS003.01,43
20,2024-11-14 10:36:06,SC015,TO_CO_TFTU000067,PICK,arriving,at QC005,43
