Row,Timestamp,SC,TO,Action,Activity,Location,Duration
0,2024-11-14 10:27:10,SC003,TO_CO_TFTU000020,PICK,driving,start,27
1,2024-11-14 10:27:10,SC003,TO_CO_TFTU000020,PICK,driving,start,27
2,2024-11-14 10:27:37,SC003,TO_CO_TFTU000020,PICK,arriving,at QC003,27
3,2024-11-14 10:29:09,SC003,TO_CO_TFTU000020,PICK,waited,at QC003,102
4,2024-11-14 10:29:09,SC003,TO_CO_TFTU000020,PICK,working,at QC003,60
5,2024-11-14 10:30:09,SC003,TO_CO_TFTU000020,PICK,finished,at QC003,0
6,2024-11-14 10:30:09,SC003,TO_CO_TFTU000020,DROP,driving,at QC003,33
7,2024-11-14 10:30:42,SC003,TO_CO_TFTU000020,DROP,arriving,at YARD001.36,33
8,2024-11-14 10:30:42,SC003,TO_CO_TFTU000020,DROP,working,at YARD001.36,60
9,2024-11-14 10:31:42,SC003,TO_CO_TFTU000020,DROP,finished,at YARD001.36,0
10,2024-11-14 10:31:42,SC003,TO_CO_TFTU000032,PICK,driving,at YARD001.36,18
11,2024-11-14 10:32:00,SC003,TO_CO_TFTU000032,PICK,arriving,at QC005,18
12,2024-11-14 10:32:01,SC003,TO_CO_TFTU000032,PICK,working,at QC005,61
13,2024-11-14 10:33:01,SC003,TO_CO_TFTU000032,PICK,finished,at QC005,0
14,2024-11-14 10:33:01,SC003,TO_CO_TFTU000032,DROP,driving,at QC005,38
15,2024-11-14 10:33:39,SC003,TO_CO_TFTU000032,DROP,arriving,at YARD001.25,38
16,2024-11-14 10:33:39,SC003,TO_CO_TFTU000032,DROP,working,at YARD001.25,60
17,2024-11-14 10:34:39,SC003,TO_CO_TFTU000032,DROP,finished,at YARD001.25,0
18,2024-11-14 10:34:39,SC003,TO_CO_TFTU000045,PICK,driving,at YARD001.25,13
19,2024-11-14 10:34:52,SC003,TO_CO_TFTU000045,PICK,arriving,at QC003,13
20,2024-11-14 10:34:52,SC003,TO_CO_TFTU000045,PICK,working,at QC003,60
21,2024-11-14 10:35:52,SC003,TO_CO_TFTU000045,PICK,finished,at QC003,0
22,2024-11-14 10:35:52,SC003,TO_CO_TFTU000045,DROP,driving,at QC003,11
23,2024-11-14 10:36:03,SC003,TO_CO_TFTU000045,DROP,arriving,at YARD001.20,11
24,2024-11-14 10:36:04,SC003,TO_CO_TFTU000045,DROP,working,at YARD001.20,61
25,2024-11-14 10:37:04,SC003,TO_CO_TFTU000045,DROP,finished,at YARD001.20,0
26,2024-11-14 10:37:04,SC003,TO_CO_TFTU000064,PICK,driving,at YARD001.20,11
27,2024-11-14 10:37:15,SC003,TO_CO_TFTU000064,PICK,arriving,at QC003,11
28,2024-11-14 10:37:16,SC003,TO_CO_TFTU000064,PICK,working,at QC003,61
29,2024-11-14 10:38:16,SC003,TO_CO_TFTU000064,PICK,finished,at QC003,0
30,2024-11-14 10:38:16,SC003,TO_CO_TFTU000064,DROP,driving,at QC003,49
31,2024-11-14 10:39:05,SC003,TO_CO_TFTU000064,DROP,arriving,at YARD001.45,49
32,2024-11-14 10:39:06,SC003,TO_CO_TFTU000064,DROP,working,at YARD001.45,61
33,2024-11-14 10:40:06,SC003,TO_CO_TFTU000064,DROP,finished,at YARD001.45,0
34,2024-11-14 10:40:06,SC003,TO_CO_TFTU000107,PICK,driving,at YARD001.45,20
35,2024-11-14 10:40:26,SC003,TO_CO_TFTU000107,PICK,arriving,at QC006,20
36,2024-11-14 10:40:27,SC003,TO_CO_TFTU000107,PICK,working,at QC006,61
37,2024-11-14 10:41:27,SC003,TO_CO_TFTU000107,PICK,finished,at QC006,0
38,2024-11-14 10:41:27,SC003,TO_CO_TFTU000107,DROP,driving,at QC006,52
39,2024-11-14 10:42:19,SC003,TO_CO_TFTU000107,DROP,arriving,at WS002.01,52
40,2024-11-14 10:42:19,SC003,TO_CO_TFTU000107,DROP,working,at WS002.01,60
41,2024-11-14 10:43:19,SC003,TO_CO_TFTU000107,DROP,finished,at WS002.01,0
42,2024-11-14 10:43:19,SC003,TO_CO_TFTU000043,PICK,driving,at WS002.01,52
43,2024-11-14 10:44:11,SC003,TO_CO_TFTU000043,PICK,arriving,at QC006,52
44,2024-11-14 10:44:11,SC003,TO_CO_TFTU000043,PICK,working,at QC006,60
45,2024-11-14 10:45:11,SC003,TO_CO_TFTU000043,PICK,finished,at QC006,0
46,2024-11-14 10:45:11,SC003,TO_CO_TFTU000043,DROP,driving,at QC006,106
47,2024-11-14 10:46:57,SC003,TO_CO_TFTU000043,DROP,arriving,at WS010.01,106
48,2024-11-14 10:46:57,SC003,TO_CO_TFTU000043,DROP,working,at WS010.01,60
49,2024-11-14 10:47:57,SC003,TO_CO_TFTU000043,DROP,finished,at WS010.01,0
50,2024-11-14 10:47:57,SC003,TO_CO_TFTU000088,PICK,driving,at WS010.01,88
51,2024-11-14 10:49:25,SC003,TO_CO_TFTU000088,PICK,arriving,at QC005,88
52,2024-11-14 10:49:34,SC003,TO_CO_TFTU000088,PICK,waited,at QC005,9
53,2024-11-14 10:49:34,SC003,TO_CO_TFTU000088,PICK,working,at QC005,60
54,2024-11-14 10:50:35,SC003,TO_CO_TFTU000088,PICK,finished,at QC005,0
55,2024-11-14 10:50:35,SC003,TO_CO_TFTU000088,DROP,driving,at QC005,115
56,2024-11-14 10:52:29,SC003,TO_CO_TFTU000088,DROP,working,at WS013.01,60
57,2024-11-14 10:52:30,SC003,TO_CO_TFTU000088,DROP,arriving,at WS013.01,115
58,2024-11-14 10:53:29,SC003,TO_CO_TFTU000088,DROP,finished,at WS013.01,0
59,2024-11-14 10:53:29,SC003,TO_CO_TFTU000076,PICK,driving,at WS013.01,128
60,2024-11-14 10:55:37,SC003,TO_CO_TFTU000076,PICK,arriving,at QC003,128
61,2024-11-14 10:55:37,SC003,TO_CO_TFTU000076,PICK,working,at QC003,60
62,2024-11-14 10:56:37,SC003,TO_CO_TFTU000076,PICK,finished,at QC003,0
63,2024-11-14 10:56:37,SC003,TO_CO_TFTU000076,DROP,driving,at QC003,146
64,2024-11-14 10:59:03,SC003,TO_CO_TFTU000076,DROP,arriving,at WS015.01,146
65,2024-11-14 10:59:03,SC003,TO_CO_TFTU000076,DROP,working,at WS015.01,60
66,2024-11-14 11:00:03,SC003,TO_CO_TFTU000076,DROP,finished,at WS015.01,0
67,2024-11-14 11:00:03,SC003,TO_CO_TFTU000193,PICK,driving,at WS015.01,133
68,2024-11-14 11:02:16,SC003,TO_CO_TFTU000193,PICK,arriving,at QC005,133
69,2024-11-14 11:02:16,SC003,TO_CO_TFTU000193,PICK,working,at QC005,60
70,2024-11-14 11:03:16,SC003,TO_CO_TFTU000193,PICK,finished,at QC005,0
71,2024-11-14 11:03:16,SC003,TO_CO_TFTU000193,DROP,driving,at QC005,70
72,2024-11-14 11:04:26,SC003,TO_CO_TFTU000193,DROP,arriving,at WS008.01,70
73,2024-11-14 11:04:26,SC003,TO_CO_TFTU000193,DROP,working,at WS008.01,60
74,2024-11-14 11:05:26,SC003,TO_CO_TFTU000193,DROP,finished,at WS008.01,0
75,2024-11-14 11:05:26,SC003,TO_CO_TFTU000220,PICK,driving,at WS008.01,101
76,2024-11-14 11:07:07,SC003,TO_CO_TFTU000220,PICK,arriving,at QC001,101
77,2024-11-14 11:07:07,SC003,TO_CO_TFTU000220,PICK,working,at QC001,60
78,2024-11-14 11:08:07,SC003,TO_CO_TFTU000220,PICK,finished,at QC001,0
79,2024-11-14 11:08:07,SC003,TO_CO_TFTU000220,DROP,driving,at QC001,65
80,2024-11-14 11:09:12,SC003,TO_CO_TFTU000220,DROP,arriving,at WS002.01,65
81,2024-11-14 11:09:12,SC003,TO_CO_TFTU000220,DROP,working,at WS002.01,60
