Row,Timestamp,SC,TO,Action,Activity,Location,Duration
0,2024-11-14 10:27:10,SC018,TO_CO_TFTU000009,PICK,driving,start,72
1,2024-11-14 10:27:10,SC018,TO_CO_TFTU000009,PICK,driving,start,72
2,2024-11-14 10:28:12,SC018,TO_CO_TFTU000009,PICK,working,at QC007,60
3,2024-11-14 10:28:22,SC018,TO_CO_TFTU000009,PICK,arriving,at QC007,72
4,2024-11-14 10:29:12,SC018,TO_CO_TFTU000009,PICK,finished,at QC007,0
5,2024-11-14 10:29:12,SC018,TO_CO_TFTU000009,DROP,driving,at QC007,178
6,2024-11-14 10:32:10,SC018,TO_CO_TFTU000009,DROP,arriving,at WS016.01,178
7,2024-11-14 10:32:10,SC018,TO_CO_TFTU000009,DROP,working,at WS016.01,60
8,2024-11-14 10:33:10,SC018,TO_CO_TFTU000009,DROP,finished,at WS016.01,0
9,2024-11-14 10:33:10,SC018,TO_CO_TFTU000090,PICK,driving,at WS016.01,160
10,2024-11-14 10:35:50,SC018,TO_CO_TFTU000090,PICK,arriving,at QC006,160
11,2024-11-14 10:36:48,SC018,TO_CO_TFTU000090,PICK,waited,at QC006,58
12,2024-11-14 10:36:48,SC018,TO_CO_TFTU000090,PICK,working,at QC006,60
13,2024-11-14 10:37:48,SC018,TO_CO_TFTU000090,PICK,finished,at QC006,0
14,2024-11-14 10:37:48,SC018,TO_CO_TFTU000090,DROP,driving,at QC006,8
15,2024-11-14 10:37:56,SC018,TO_CO_TFTU000090,DROP,arriving,at YARD001.52,8
16,2024-11-14 10:37:56,SC018,TO_CO_TFTU000090,DROP,working,at YARD001.52,60
17,2024-11-14 10:38:56,SC018,TO_CO_TFTU000090,DROP,finished,at YARD001.52,0
18,2024-11-14 10:38:56,SC018,TO_CO_TFTU000075,PICK,driving,at YARD001.52,8
19,2024-11-14 10:39:04,SC018,TO_CO_TFTU000075,PICK,arriving,at QC006,8
20,2024-11-14 10:39:04,SC018,TO_CO_TFTU000075,PICK,working,at QC006,60
21,2024-11-14 10:40:04,SC018,TO_CO_TFTU000075,PICK,finished,at QC006,0
22,2024-11-14 10:40:04,SC018,TO_CO_TFTU000075,DROP,driving,at QC006,67
23,2024-11-14 10:41:11,SC018,TO_CO_TFTU000075,DROP,arriving,at YARD001.19,67
24,2024-11-14 10:41:11,SC018,TO_CO_TFTU000075,DROP,working,at YARD001.19,60
25,2024-11-14 10:42:11,SC018,TO_CO_TFTU000075,DROP,finished,at YARD001.19,0
26,2024-11-14 10:42:11,SC018,TO_CO_TFTU000098,PICK,driving,at YARD001.19,13
27,2024-11-14 10:42:24,SC018,TO_CO_TFTU000098,PICK,arriving,at QC003,13
28,2024-11-14 10:42:24,SC018,TO_CO_TFTU000098,PICK,working,at QC003,60
29,2024-11-14 10:43:24,SC018,TO_CO_TFTU000098,PICK,finished,at QC003,0
30,2024-11-14 10:43:24,SC018,TO_CO_TFTU000098,DROP,driving,at QC003,65
31,2024-11-14 10:44:29,SC018,TO_CO_TFTU000098,DROP,arriving,at WS004.01,65
32,2024-11-14 10:44:29,SC018,TO_CO_TFTU000098,DROP,working,at WS004.01,60
33,2024-11-14 10:45:29,SC018,TO_CO_TFTU000098,DROP,finished,at WS004.01,0
34,2024-11-14 10:45:29,SC018,TO_CO_TFTU000129,PICK,driving,at WS004.01,70
35,2024-11-14 10:46:39,SC018,TO_CO_TFTU000129,PICK,arriving,at QC006,70
36,2024-11-14 10:46:39,SC018,TO_CO_TFTU000129,PICK,working,at QC006,60
37,2024-11-14 10:47:39,SC018,TO_CO_TFTU000129,PICK,finished,at QC006,0
38,2024-11-14 10:47:39,SC018,TO_CO_TFTU000129,DROP,driving,at QC006,92
39,2024-11-14 10:49:11,SC018,TO_CO_TFTU000129,DROP,arriving,at YARD001.03,92
40,2024-11-14 10:49:11,SC018,TO_CO_TFTU000129,DROP,working,at YARD001.03,60
41,2024-11-14 10:50:11,SC018,TO_CO_TFTU000129,DROP,finished,at YARD001.03,0
42,2024-11-14 10:50:11,SC018,TO_CO_TFTU000115,PICK,driving,at YARD001.03,32
43,2024-11-14 10:50:43,SC018,TO_CO_TFTU000115,PICK,arriving,at RAIL001.15,32
44,2024-11-14 10:50:44,SC018,TO_CO_TFTU000115,PICK,working,at RAIL001.15,61
45,2024-11-14 10:51:44,SC018,TO_CO_TFTU000115,PICK,finished,at RAIL001.15,0
46,2024-11-14 10:51:44,SC018,TO_CO_TFTU000115,DROP,driving,at RAIL001.15,89
47,2024-11-14 10:53:13,SC018,TO_CO_TFTU000115,DROP,arriving,at WS004.01,89
48,2024-11-14 10:53:13,SC018,TO_CO_TFTU000115,DROP,working,at WS004.01,60
49,2024-11-14 10:54:13,SC018,TO_CO_TFTU000115,DROP,finished,at WS004.01,0
50,2024-11-14 10:54:13,SC018,TO_CO_TFTU000175,PICK,driving,at WS004.01,65
51,2024-11-14 10:55:18,SC018,TO_CO_TFTU000175,PICK,arriving,at QC003,65
52,2024-11-14 10:55:18,SC018,TO_CO_TFTU000175,PICK,working,at QC003,60
53,2024-11-14 10:56:18,SC018,TO_CO_TFTU000175,PICK,finished,at QC003,0
54,2024-11-14 10:56:18,SC018,TO_CO_TFTU000175,DROP,driving,at QC003,38
55,2024-11-14 10:56:56,SC018,TO_CO_TFTU000175,DROP,arriving,at WS001.01,38
56,2024-11-14 10:56:56,SC018,TO_CO_TFTU000175,DROP,working,at WS001.01,60
57,2024-11-14 10:57:56,SC018,TO_CO_TFTU000175,DROP,finished,at WS001.01,0
58,2024-11-14 10:57:56,SC018,TO_CO_TFTU000159,PICK,driving,at WS001.01,20
59,2024-11-14 10:58:16,SC018,TO_CO_TFTU000159,PICK,arriving,at QC004,20
60,2024-11-14 10:58:16,SC018,TO_CO_TFTU000159,PICK,working,at QC004,60
61,2024-11-14 10:59:16,SC018,TO_CO_TFTU000159,PICK,finished,at QC004,0
62,2024-11-14 10:59:16,SC018,TO_CO_TFTU000159,DROP,driving,at QC004,101
63,2024-11-14 11:00:57,SC018,TO_CO_TFTU000159,DROP,arriving,at WS012.01,101
64,2024-11-14 11:00:57,SC018,TO_CO_TFTU000159,DROP,working,at WS012.01,60
65,2024-11-14 11:01:57,SC018,TO_CO_TFTU000159,DROP,finished,at WS012.01,0
66,2024-11-14 11:01:57,SC018,TO_CO_TFTU000200,PICK,driving,at WS012.01,106
67,2024-11-14 11:03:43,SC018,TO_CO_TFTU000200,PICK,arriving,at QC005,106
68,2024-11-14 11:03:51,SC018,TO_CO_TFTU000200,PICK,waited,at QC005,8
69,2024-11-14 11:03:51,SC018,TO_CO_TFTU000200,PICK,working,at QC005,60
70,2024-11-14 11:04:52,SC018,TO_CO_TFTU000200,PICK,finished,at QC005,0
71,2024-11-14 11:04:52,SC018,TO_CO_TFTU000200,DROP,driving,at QC005,43
72,2024-11-14 11:05:34,SC018,TO_CO_TFTU000200,DROP,working,at WS003.01,60
73,2024-11-14 11:05:35,SC018,TO_CO_TFTU000200,DROP,arriving,at WS003.01,43
74,2024-11-14 11:06:34,SC018,TO_CO_TFTU000200,DROP,finished,at WS003.01,0
75,2024-11-14 11:06:34,SC018,TO_CO_TFTU000215,PICK,driving,at WS003.01,43
76,2024-11-14 11:07:17,SC018,TO_CO_TFTU000215,PICK,arriving,at QC005,43
77,2024-11-14 11:07:17,SC018,TO_CO_TFTU000215,PICK,working,at QC005,60
78,2024-11-14 11:08:17,SC018,TO_CO_TFTU000215,PICK,finished,at QC005,0
79,2024-11-14 11:08:17,SC018,TO_CO_TFTU000215,DROP,driving,at QC005,88
80,2024-11-14 11:09:45,SC018,TO_CO_TFTU000215,DROP,arriving,at WS010.01,88
81,2024-11-14 11:09:45,SC018,TO_CO_TFTU000215,DROP,working,at WS010.01,60
82,2024-11-14 11:10:45,SC018,TO_CO_TFTU000215,DROP,finished,at WS010.01,0
83,2024-11-14 11:10:45,SC018,TO_CO_TFTU000229,PICK,driving,at WS010.01,106
