Row,Timestamp,SC,TO,Action,Activity,Location,Duration
0,2024-11-14 10:27:10,SC007,TO_CO_TFTU000013,PICK,driving,start,74
1,2024-11-14 10:27:10,SC007,TO_CO_TFTU000013,PICK,driving,start,74
2,2024-11-14 10:28:24,SC007,TO_CO_TFTU000013,PICK,arriving,at QC006,74
3,2024-11-14 10:28:58,SC007,TO_CO_TFTU000013,PICK,waited,at QC006,44
4,2024-11-14 10:28:58,SC007,TO_CO_TFTU000013,PICK,working,at QC006,60
5,2024-11-14 10:29:58,SC007,TO_CO_TFTU000013,PICK,finished,at QC006,0
6,2024-11-14 10:29:58,SC007,TO_CO_TFTU000013,DROP,driving,at QC006,124
7,2024-11-14 10:32:01,SC007,TO_CO_TFTU000013,DROP,working,at WS012.01,60
8,2024-11-14 10:32:02,SC007,TO_CO_TFTU000013,DROP,arriving,at WS012.01,124
9,2024-11-14 10:33:01,SC007,TO_CO_TFTU000013,DROP,finished,at WS012.01,0
10,2024-11-14 10:33:01,SC007,TO_CO_TFTU000071,PICK,driving,at WS012.01,106
11,2024-11-14 10:34:47,SC007,TO_CO_TFTU000071,PICK,arriving,at QC005,106
12,2024-11-14 10:34:47,SC007,TO_CO_TFTU000071,PICK,working,at QC005,60
13,2024-11-14 10:35:47,SC007,TO_CO_TFTU000071,PICK,finished,at QC005,0
14,2024-11-14 10:35:47,SC007,TO_CO_TFTU000071,DROP,driving,at QC005,34
15,2024-11-14 10:36:21,SC007,TO_CO_TFTU000071,DROP,arriving,at WS002.01,34
16,2024-11-14 10:36:21,SC007,TO_CO_TFTU000071,DROP,working,at WS002.01,60
17,2024-11-14 10:37:21,SC007,TO_CO_TFTU000071,DROP,finished,at WS002.01,0
18,2024-11-14 10:37:21,SC007,TO_CO_TFTU000089,PICK,driving,at WS002.01,34
19,2024-11-14 10:37:55,SC007,TO_CO_TFTU000089,PICK,arriving,at QC005,34
20,2024-11-14 10:39:03,SC007,TO_CO_TFTU000089,PICK,waited,at QC005,68
21,2024-11-14 10:39:03,SC007,TO_CO_TFTU000089,PICK,working,at QC005,60
22,2024-11-14 10:40:03,SC007,TO_CO_TFTU000089,PICK,finished,at QC005,0
23,2024-11-14 10:40:03,SC007,TO_CO_TFTU000089,DROP,driving,at QC005,11
24,2024-11-14 10:40:14,SC007,TO_CO_TFTU000089,DROP,arriving,at YARD001.44,11
25,2024-11-14 10:40:15,SC007,TO_CO_TFTU000089,DROP,working,at YARD001.44,61
26,2024-11-14 10:41:15,SC007,TO_CO_TFTU000089,DROP,finished,at YARD001.44,0
27,2024-11-14 10:41:15,SC007,TO_CO_TFTU000114,PICK,driving,at YARD001.44,22
28,2024-11-14 10:41:37,SC007,TO_CO_TFTU000114,PICK,arriving,at QC006,22
29,2024-11-14 10:41:37,SC007,TO_CO_TFTU000114,PICK,working,at QC006,60
30,2024-11-14 10:42:37,SC007,TO_CO_TFTU000114,PICK,finished,at QC006,0
31,2024-11-14 10:42:37,SC007,TO_CO_TFTU000114,DROP,driving,at QC006,65
32,2024-11-14 10:43:42,SC007,TO_CO_TFTU000114,DROP,arriving,at YARD001.20,65
33,2024-11-14 10:43:43,SC007,TO_CO_TFTU000114,DROP,working,at YARD001.20,61
34,2024-11-14 10:44:43,SC007,TO_CO_TFTU000114,DROP,finished,at YARD001.20,0
35,2024-11-14 10:44:43,SC007,TO_CO_TFTU000128,PICK,driving,at YARD001.20,11
36,2024-11-14 10:44:54,SC007,TO_CO_TFTU000128,PICK,arriving,at QC003,11
37,2024-11-14 10:44:55,SC007,TO_CO_TFTU000128,PICK,working,at QC003,61
38,2024-11-14 10:45:55,SC007,TO_CO_TFTU000128,PICK,finished,at QC003,0
39,2024-11-14 10:45:55,SC007,TO_CO_TFTU000128,DROP,driving,at QC003,22
40,2024-11-14 10:46:17,SC007,TO_CO_TFTU000128,DROP,arriving,at YARD001.14,22
41,2024-11-14 10:46:17,SC007,TO_CO_TFTU000128,DROP,working,at YARD001.14,60
42,2024-11-14 10:47:17,SC007,TO_CO_TFTU000128,DROP,finished,at YARD001.14,0
43,2024-11-14 10:47:17,SC007,TO_CO_TFTU000132,PICK,driving,at YARD001.14,22
44,2024-11-14 10:47:39,SC007,TO_CO_TFTU000132,PICK,arriving,at QC003,22
45,2024-11-14 10:47:39,SC007,TO_CO_TFTU000132,PICK,working,at QC003,60
46,2024-11-14 10:48:39,SC007,TO_CO_TFTU000132,PICK,finished,at QC003,0
47,2024-11-14 10:48:39,SC007,TO_CO_TFTU000132,DROP,driving,at QC003,24
48,2024-11-14 10:49:03,SC007,TO_CO_TFTU000132,DROP,arriving,at YARD001.31,24
49,2024-11-14 10:49:03,SC007,TO_CO_TFTU000132,DROP,working,at YARD001.31,60
50,2024-11-14 10:50:03,SC007,TO_CO_TFTU000132,DROP,finished,at YARD001.31,0
51,2024-11-14 10:50:03,SC007,TO_CO_TFTU000141,PICK,driving,at YARD001.31,9
52,2024-11-14 10:50:12,SC007,TO_CO_TFTU000141,PICK,arriving,at QC004,9
53,2024-11-14 10:50:13,SC007,TO_CO_TFTU000141,PICK,working,at QC004,61
54,2024-11-14 10:51:13,SC007,TO_CO_TFTU000141,PICK,finished,at QC004,0
